ModelID,PatientID,CellLineName,StrippedCellLineName,Age,SourceType,SangerModelID,RRID,DepmapModelType,AgeCategory,GrowthPattern,LegacyMolecularSubtype,PrimaryOrMetastasis,SampleCollectionSite,Sex,SourceDetail,LegacySubSubtype,CatalogNumber,CCLEName,COSMICID,PublicComments,WTSIMasterCellID,EngineeredModel,TreatmentStatus,OnboardedMedia,PlateCoating,OncotreeCode,OncotreeSubtype,OncotreePrimaryDisease,OncotreeLineage
ACH-002043,PT-gB4Jfi,Ca9-22,CA922,43.0,Commercial,SIDM00489,CVCL_1102,OCSC,Adult,Adherent,,Primary,upper_aerodigestive_tract,Male,RIKEN,gingival,RCB1976,CA922_UPPER_AERODIGESTIVE_TRACT,,Depmap has correct JCRB stock,,,,MF-006-001,None,OCSC,Oral Cavity Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,Head and Neck
ACH-002044,PT-v9ccBc,HSQ-89,HSQ89,74.0,Commercial,,CVCL_7674,SNSC,Adult,Adherent,,Primary,upper_aerodigestive_tract,Male,RIKEN,sinus,RCB0789,HSQ89_UPPER_AERODIGESTIVE_TRACT,,,,,,MF-002-001,None,SNSC,Sinonasal Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,Head and Neck
ACH-002045,PT-a3mx1w,HO-1-u-1,HO1U1,72.0,Commercial,SIDM00591,CVCL_2784,OCSC,Adult,Adherent,,Primary,upper_aerodigestive_tract,Male,RIKEN,oral,RCB2102,HO1U1_UPPER_AERODIGESTIVE_TRACT,,,,,,MF-001-001,None,OCSC,Oral Cavity Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,Head and Neck
ACH-002046,PT-SKC9qY,HTMMT,HTMMT,66.0,Commercial,,CVCL_8721,UCS,Adult,Adherent,,Primary,endometrium,Female,RIKEN,,RCB0660,HTMMT_ENDOMETRIUM,,,,,,MF-004-002,None,UCS,Uterine Carcinosarcoma/Uterine Malignant Mixed Mullerian Tumor,Endometrial Carcinoma,Uterus
ACH-002048,PT-oslMHT,RMS-YM,RMSYM,2.0,Commercial,,CVCL_A792,ERMS,Pediatric,Adherent,,Metastatic,soft_tissue,Male,RIKEN,embryonal,RCB1695,RMSYM_SOFT_TISSUE,,,,,,MF-001-009,None,ERMS,Embryonal Rhabdomyosarcoma,Rhabdomyosarcoma,Soft Tissue
ACH-002051,PT-K31XId,Lu-134-A,LU134A,80.0,Commercial,SIDM00296,CVCL_1387,SCLC,Adult,Suspension,,Primary,lung,Male,RIKEN,,RCB0466,LU134A_LUNG,,,,,,MF-001-001,None,SCLC,Small Cell Lung Cancer,Lung Neuroendocrine Tumor,Lung
ACH-002052,PT-0531Uw,Lu-139,LU139,63.0,Commercial,SIDM00293,CVCL_1390,SCLC,Adult,Suspension,,Primary,lung,Male,RIKEN,,RCB0469,LU139_LUNG,,,,,,MF-001-001,None,SCLC,Small Cell Lung Cancer,Lung Neuroendocrine Tumor,Lung
ACH-002055,PT-tk6NTJ,TL-1,TL1,10.0,Commercial,,CVCL_B371,BL,Pediatric,Suspension,,Primary,haematopoietic_and_lymphoid_tissue,Male,RIKEN,b_cell_burkitt,RCB1871,TL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,MF-001-001,None,BL,Burkitt Lymphoma,Non-Hodgkin Lymphoma,Lymphoid
ACH-002058,PT-J5FdFW,ATN-1,ATN1,47.0,Commercial,SIDM00233,CVCL_1073,ATLL,Adult,Suspension,,Primary,haematopoietic_and_lymphoid_tissue,Male,RIKEN,t_cell,RCB1440,ATN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,MF-001-002,None,ATLL,Adult T-Cell Leukemia/Lymphoma,Non-Hodgkin Lymphoma,Lymphoid
ACH-002059,PT-reOMOW,P30/OHK,P30OHK,11.0,Commercial,SIDM00364,CVCL_1631,BLL,Pediatric,Suspension,,Primary,bone_marrow,Female,RIKEN,b_cell,RCB1938,P30OHK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,MF-001-001,None,BLL,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid
ACH-002061,PT-y8u0p3,P2UR/K-562,P2URK562,53.0,Commercial,,CVCL_L434,CMLBCRABL1,Adult,Suspension,,Primary,pleural_effusion,Female,RIKEN,,RCB1197,P2URK562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,MF-002-008,None,CMLBCRABL1,"Chronic Myeloid Leukemia, BCR-ABL1+",Myeloproliferative Neoplasms,Myeloid
ACH-002062,PT-2hETfh,SLVL,SLVL,70.0,Commercial,SIDM00374,CVCL_3169,SMZL,Adult,Suspension,,Primary,haematopoietic_and_lymphoid_tissue,Female,RIKEN,b_cell,RCB1702,SLVL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,,,MF-001-001,None,SMZL,Splenic Marginal Zone Lymphoma,Non-Hodgkin Lymphoma,Lymphoid
ACH-002065,PT-KE06kr,HS-PSS,HSPSS,,Commercial,,CVCL_8717,MPNST,Unknown,Adherent,,Metastatic,prostate,Male,RIKEN,,RCB2362,HSPSS_CENTRAL_NERVOUS_SYSTEM,,,,,,MF-002-001,None,MPNST,Malignant Peripheral Nerve Sheath Tumor,Nerve Sheath Tumor,Peripheral Nervous System
ACH-002066,PT-coZfvw,HS-Sch-2,HSSCH2,54.0,Commercial,,CVCL_8718,MPNST,Adult,Adherent,,Primary,central_nervous_system,Female,RIKEN,,RCB2230,HSSCH2_CENTRAL_NERVOUS_SYSTEM,,,,,,MF-002-001,None,MPNST,Malignant Peripheral Nerve Sheath Tumor,Nerve Sheath Tumor,Peripheral Nervous System
ACH-002067,PT-EcVEYs,NOS-1,NOS1,16.0,Commercial,SIDM00242,CVCL_1610,OS,Pediatric,Adherent,,Primary,bone,Male,RIKEN,,RCB1032,NOS1_BONE,,,,,,MF-001-001,None,OS,Osteosarcoma,Osteosarcoma,Bone
ACH-002069,PT-3pqp8N,HS-Os-1,HSOS1,11.0,Commercial,,CVCL_8716,OS,Pediatric,Adherent,,Primary,bone,Female,RIKEN,,,HSOS1_BONE,,,,,,MF-002-001,None,OS,Osteosarcoma,Osteosarcoma,Bone
ACH-002070,PT-kM7sLu,HKBMM,HKBMM,52.0,Commercial,,CVCL_8162,MNG,Adult,Adherent,,Primary,central_nervous_system,Female,RIKEN,,RCB0680,HKBMM_CENTRAL_NERVOUS_SYSTEM,,,,,,MF-004-002,None,MNG,Meningioma,Meningothelial Tumor,CNS/Brain
ACH-002077,PT-qVbV4Q,Lu-165,LU165,50.0,Commercial,SIDM00292,CVCL_1391,SCLC,Adult,Suspension,,Metastatic,lymph_node,Male,RIKEN,,RCB1184,LU165_LUNG,,,,,,MF-001-001,None,SCLC,Small Cell Lung Cancer,Lung Neuroendocrine Tumor,Lung
ACH-002080,PT-rlExpa,TN-2,TN2,,Commercial,,CVCL_5602,NBL,Unknown,Adherent,,Primary,autonomic_ganglia,Male,RIKEN,adrenal,RCB1896,TN2_AUTONOMIC_GANGLIA,,,,,,MF-001-001,None,NBL,Neuroblastoma,Neuroblastoma,Peripheral Nervous System
ACH-002083,PT-NBxXXr,NB69,NB69,1.0,Commercial,SIDM00244,CVCL_1448,NBL,Pediatric,Adherent,,Primary,autonomic_ganglia,Male,RIKEN,,RCB0480,NB69_AUTONOMIC_GANGLIA,,,,,,MF-001-001,None,NBL,Neuroblastoma,Neuroblastoma,Peripheral Nervous System
ACH-002084,PT-Qsi22o,MMAc,MMAC,39.0,Commercial,SIDM00246,CVCL_5951,MEL,Adult,Adherent,,Metastatic,ascites,Female,RIKEN,,RCB0808,MMAC_SKIN,,,,,,MF-001-001,None,MEL,Melanoma,Melanoma,Skin
ACH-002085,PT-QWZuVb,HS-SY-II,HSSYII,,Commercial,,CVCL_8719,SYNS,Pediatric,Adherent,,Metastatic,lung,Male,RIKEN,,RCB2231,HSSYII_LUNG,,,,,,MF-001-017,None,SYNS,Synovial Sarcoma,Synovial Sarcoma,Soft Tissue
ACH-002089,PT-w6y5uu,201T,201T,68.0,Academic lab,SIDM00055,CVCL_X481,LUAD,Adult,Unknown,,Primary,lung,Male,Sanger,NSCLC_adenocarcinoma,,201T_LUNG,1287381.0,,220.0,,,,None,LUAD,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
ACH-002090,PT-ySk3os,BB65-RCC,BB65RCC,,Academic lab,SIDM00191,CVCL_1078,RCC,Unknown,Unknown,,Primary,kidney,Male,Sanger,,,BB65RCC_KIDNEY,753533.0,,181.0,,,,None,RCC,Renal Cell Carcinoma,Renal Cell Carcinoma,Kidney
ACH-002091,PT-dvvVBK,CAL-39,CAL39,76.0,Academic lab,SIDM00935,CVCL_1109,VSC,Adult,Adherent,,,cervix,Female,Sanger,,,CAL39_VULVA,924107.0,,998.0,,,,None,VSC,Squamous Cell Carcinoma of the Vulva/Vagina,Squamous Cell Carcinoma of the Vulva/Vagina,Vulva/Vagina
ACH-002092,PT-LvJLfb,CHSA0011,CHSA0011,,Academic lab,SIDM00051,CVCL_X483,CHS,Unknown,Unknown,,Primary,bone,Male,Sanger,,,CHSA0011_BONE,1290767.0,,1466.0,,,,None,CHS,Chondrosarcoma,Chondrosarcoma,Bone
ACH-002093,PT-6A4Uap,CHSA0108,CHSA0108,,Academic lab,SIDM00050,CVCL_X484,CHS,Unknown,Unknown,,Primary,bone,Male,Sanger,,,CHSA0108_BONE,1290768.0,,280.0,,,,None,CHS,Chondrosarcoma,Chondrosarcoma,Bone
ACH-002094,PT-7BhS74,CHSA8926,CHSA8926,,Academic lab,SIDM00176,CVCL_X485,CHS,Unknown,Unknown,,Primary,bone,Male,Sanger,,,CHSA8926_BONE,1303912.0,,554.0,,,,None,CHS,Chondrosarcoma,Chondrosarcoma,Bone
ACH-002095,PT-toN1tP,COR-L303,CORL303,,Academic lab,SIDM00510,CVCL_2411,SCLC,Unknown,Suspension,,Primary,lung,Female,Sanger,,,CORL303_LUNG,1297438.0,,1942.0,,,,None,SCLC,Small Cell Lung Cancer,Lung Neuroendocrine Tumor,Lung
ACH-002096,PT-eNOXVI,CP50-MEL-B,CP50MELB,,Academic lab,SIDM00175,CVCL_1143,MEL,Unknown,Unknown,,Primary,skin,Male,Sanger,,,CP50MELB_SKIN,753545.0,,1248.0,,,,None,MEL,Melanoma,Melanoma,Skin
ACH-002097,PT-4V4zXY,CP66-MEL,CP66MEL,,Academic lab,SIDM00190,CVCL_1144,MEL,Unknown,Unknown,,Primary,skin,Male,Sanger,,,CP66MEL_SKIN,753546.0,,1845.0,,,,None,MEL,Melanoma,Melanoma,Skin
ACH-002098,PT-3Vy9bq,CP67-MEL,CP67MEL,,Academic lab,SIDM00189,CVCL_1145,MEL,Unknown,Unknown,,Primary,skin,Unknown,Sanger,,,CP67MEL_SKIN,949092.0,,640.0,,,,None,MEL,Melanoma,Melanoma,Skin
ACH-002099,PT-QryVtu,CS1,CS1,62.0,Academic lab,SIDM00199,CVCL_T023,CHS,Adult,Adherent,,Primary,bone,Male,Sanger,,,CS1_BONE,1290795.0,,1006.0,,,,None,CHS,Chondrosarcoma,Chondrosarcoma,Bone
ACH-002100,PT-wu5yKY,DJM-1,DJM1,87.0,Academic lab,SIDM00281,CVCL_1172,CSCC,Adult,Adherent,,Primary,skin,Female,Sanger,,,DJM1_SKIN,906841.0,,899.0,,,,None,CSCC,Cutaneous Squamous Cell Carcinoma,Cutaneous Squamous Cell Carcinoma,Skin
ACH-002101,PT-L9zIfE,EMC-BAC-1,EMCBAC1,,Academic lab,SIDM00048,CVCL_X486,NSCLC,Unknown,Unknown,,Primary,lung,Male,Sanger,,,EMCBAC1_LUNG,1503369.0,,967.0,,,,None,NSCLC,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,Lung
ACH-002102,PT-fbtwet,EMC-BAC-2,EMCBAC2,,Academic lab,SIDM00047,CVCL_X487,NSCLC,Unknown,Unknown,,Primary,lung,Unknown,Sanger,,,EMCBAC2_LUNG,1503370.0,,2232.0,,,,None,NSCLC,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,Lung
ACH-002103,PT-xla95J,ES1,ES1,5.0,Academic lab,SIDM00266,CVCL_1198,ES,Pediatric,Unknown,,Primary,bone,Female,Sanger,,,ES1_BONE,949158.0,,1564.0,,,,None,ES,Ewing Sarcoma,Ewing Sarcoma,Bone
ACH-002104,PT-D3o8va,ES3,ES3,12.0,Academic lab,SIDM00265,CVCL_1199,ES,Pediatric,Unknown,,Primary,bone,Male,Sanger,,,ES3_BONE,684055.0,,1342.0,,,,None,ES,Ewing Sarcoma,Ewing Sarcoma,Bone
ACH-002105,PT-xlEt4m,ES4,ES4,18.0,Academic lab,SIDM00264,CVCL_1200,ES,Adult,Unknown,,Primary,bone,Male,Sanger,,,ES4_BONE,949156.0,,70.0,,,,None,ES,Ewing Sarcoma,Ewing Sarcoma,Bone
ACH-002106,PT-r9iOGQ,ES5,ES5,16.0,Academic lab,SIDM00263,CVCL_1201,ES,Pediatric,Unknown,,Primary,bone,Male,Sanger,,,ES5_BONE,684057.0,,610.0,,,,None,ES,Ewing Sarcoma,Ewing Sarcoma,Bone
ACH-002107,PT-TqRNEw,ES6,ES6,17.0,Academic lab,SIDM00262,CVCL_1202,ES,Pediatric,Unknown,,Primary,bone,Male,Sanger,,,ES6_BONE,949157.0,,611.0,,,,None,ES,Ewing Sarcoma,Ewing Sarcoma,Bone
ACH-002108,PT-UaCQ5a,ES7,ES7,15.0,Academic lab,SIDM00269,CVCL_1203,ES,Pediatric,Unknown,,Primary,bone,Male,Sanger,,,ES7_BONE,684059.0,,71.0,,,,None,ES,Ewing Sarcoma,Ewing Sarcoma,Bone
ACH-002109,PT-XwatVo,ES8,ES8,10.0,Academic lab,SIDM00261,CVCL_1204,ES,Pediatric,Unknown,,Primary,bone,Male,Sanger,,,ES8_BONE,949155.0,,2139.0,,,,None,ES,Ewing Sarcoma,Ewing Sarcoma,Bone
ACH-002110,PT-Og2kQl,EW-1,EW1,19.0,Academic lab,SIDM00205,CVCL_1208,ES,Adult,Unknown,,Metastatic,pleural_effusion,Male,Sanger,,,EW1_BONE,949163.0,,902.0,,,,None,ES,Ewing Sarcoma,Ewing Sarcoma,Bone
ACH-002111,PT-ffWqWi,EW-11,EW11,11.0,Academic lab,SIDM00203,CVCL_1209,ES,Pediatric,Unknown,,Metastatic,lymph_node,Female,Sanger,,,EW11_BONE,684062.0,,231.0,,,,None,ES,Ewing Sarcoma,Ewing Sarcoma,Bone
ACH-002112,PT-f4Zzeo,EW-12,EW12,,Academic lab,SIDM00200,CVCL_1210,ES,Unknown,Unknown,,Primary,bone,Female,Sanger,,,EW12_BONE,949162.0,,2140.0,,,,None,ES,Ewing Sarcoma,Ewing Sarcoma,Bone
ACH-002113,PT-WFDXpM,EW-13,EW13,,Academic lab,SIDM00621,CVCL_1211,ES,Unknown,Unknown,,Primary,bone,Male,Sanger,,,EW13_BONE,949166.0,,324.0,,,,None,ES,Ewing Sarcoma,Ewing Sarcoma,Bone
ACH-002114,PT-QzFJZa,EW-16,EW16,,Academic lab,SIDM00198,CVCL_1212,ES,Unknown,Unknown,,Primary,bone,Male,Sanger,,,EW16_BONE,949165.0,,1529.0,,,,None,ES,Ewing Sarcoma,Ewing Sarcoma,Bone
ACH-002115,PT-vwk5jp,EW-18,EW18,,Academic lab,SIDM00197,CVCL_1213,ES,Unknown,Unknown,,Primary,bone,Unknown,Sanger,,,EW18_BONE,949164.0,,612.0,,,,None,ES,Ewing Sarcoma,Ewing Sarcoma,Bone
ACH-002116,PT-WT7T9s,EW-22,EW22,,Academic lab,SIDM00196,CVCL_1214,ES,Unknown,Unknown,,Primary,bone,Unknown,Sanger,,,EW22_BONE,949167.0,,613.0,,,,None,ES,Ewing Sarcoma,Ewing Sarcoma,Bone
ACH-002117,PT-vHz5HE,EW-24,EW24,,Academic lab,SIDM00195,CVCL_1215,ES,Unknown,Unknown,,Primary,bone,Unknown,Sanger,,,EW24_BONE,949168.0,,704.0,,,,None,ES,Ewing Sarcoma,Ewing Sarcoma,Bone
ACH-002118,PT-tIaT2F,EW-3,EW3,14.0,Academic lab,SIDM00202,CVCL_1216,ES,Pediatric,Unknown,,Metastatic,pleural_effusion,Male,Sanger,,,EW3_BONE,949161.0,,2176.0,,,,None,ES,Ewing Sarcoma,Ewing Sarcoma,Bone
ACH-002119,PT-G4z5vv,EW-7,EW7,20.0,Academic lab,SIDM00201,CVCL_1217,ES,Adult,Unknown,,Metastatic,pleural_effusion,Female,Sanger,,,EW7_BONE,949160.0,,72.0,,,,None,ES,Ewing Sarcoma,Ewing Sarcoma,Bone
ACH-002120,PT-dBVaTX,GAK,GAK,86.0,Academic lab,SIDM00543,CVCL_1225,VMM,Adult,Adherent,,Metastatic,lymph_node,Female,Sanger,,,GAK_SKIN,910932.0,,325.0,,,,None,VMM,Mucosal Melanoma of the Vulva/Vagina,Mucosal Melanoma of the Vulva/Vagina,Vulva/Vagina
ACH-002121,PT-qSfHSE,G-MEL,GMEL,,Academic lab,SIDM00129,CVCL_W798,SKCM,Unknown,Unknown,,Primary,skin,Male,Sanger,,,GMEL_SKIN,1240130.0,,1981.0,,,,None,SKCM,Cutaneous Melanoma,Melanoma,Skin
ACH-002122,PT-9jciof,GT3TKB,GT3TKB,,Academic lab,SIDM01231,CVCL_1237,LUSC,Unknown,Adherent,,Metastatic,pleural_effusion,Unknown,Sanger,NSCLC_squamous,,GT3TKB_STOMACH,907041.0,SNP fingerprinting confirms that this line is a RERF-LC-A1 derivative. DepMap metadata has been updated (as of 22Q2) to reflect this.,614.0,,,,None,LUSC,Lung Squamous Cell Carcinoma,Non-Small Cell Lung Cancer,Lung
ACH-002123,PT-koaN9h,H2369,H2369,,Academic lab,SIDM00104,CVCL_A532,PLMESO,Unknown,Unknown,,Primary,lung,Male,Sanger,,,H2369_PLEURA,1290808.0,,165.0,,,,None,PLMESO,Pleural Mesothelioma,Pleural Mesothelioma,Pleura
ACH-002124,PT-bQkyHj,H2373,H2373,,Academic lab,SIDM00103,CVCL_A533,PLSMESO,Adult,Unknown,,Primary,lung,Male,Sanger,,,NCIH2373_PLEURA,1290809.0,,1797.0,,,,None,PLSMESO,"Pleural Mesothelioma, Sarcomatoid Type",Pleural Mesothelioma,Pleura
ACH-002125,PT-p43gwj,H2461,H2461,,Academic lab,SIDM00102,CVCL_A536,PLEMESO,Adult,Unknown,,Primary,lung,Male,Sanger,,,NCIH2461_PLEURA,1290810.0,,1508.0,,,,None,PLEMESO,"Pleural Mesothelioma, Epithelioid Type",Pleural Mesothelioma,Pleura
ACH-002126,PT-B8hYEZ,H2591,H2591,,Academic lab,SIDM00101,CVCL_A543,PLEMESO,Adult,Unknown,,Primary,lung,Male,Sanger,,,NCIH2591_PLEURA,1240131.0,,1509.0,,,,None,PLEMESO,"Pleural Mesothelioma, Epithelioid Type",Pleural Mesothelioma,Pleura
ACH-002127,PT-N8El5S,H2595,H2595,,Academic lab,SIDM00100,CVCL_A545,PLEMESO,Adult,Unknown,,Primary,lung,Male,Sanger,,,NCIH2595_PLEURA,1240132.0,,51.0,,,,None,PLEMESO,"Pleural Mesothelioma, Epithelioid Type",Pleural Mesothelioma,Pleura
ACH-002128,PT-4uXSQu,H2722,H2722,,Academic lab,SIDM00099,CVCL_U994,PLMESO,Unknown,Unknown,,Primary,lung,Male,Sanger,,,NCIH2722_PLEURA,1290812.0,,1798.0,,,,None,PLMESO,Pleural Mesothelioma,Pleural Mesothelioma,Pleura
ACH-002129,PT-f40mh1,H2731,H2731,,Academic lab,SIDM00098,CVCL_U995,PLSMESO,Unknown,Unknown,,Primary,lung,Male,Sanger,,,NCIH2731_PLEURA,1240134.0,,1074.0,,,,None,PLSMESO,"Pleural Mesothelioma, Sarcomatoid Type",Pleural Mesothelioma,Pleura
ACH-002130,PT-opHstS,H2795,H2795,,Academic lab,SIDM00154,CVCL_U996,PLEMESO,Unknown,Unknown,,Primary,lung,Male,Sanger,,,NCIH2795_PLEURA,1290813.0,,1971.0,,,,None,PLEMESO,"Pleural Mesothelioma, Epithelioid Type",Pleural Mesothelioma,Pleura
ACH-002131,PT-WguAEO,H2803,H2803,,Academic lab,SIDM00309,CVCL_U997,PLMESO,Unknown,Unknown,,Primary,lung,Unknown,Sanger,,,NCIH2803_PLEURA,1240135.0,,52.0,,,,None,PLMESO,Pleural Mesothelioma,Pleural Mesothelioma,Pleura
ACH-002132,PT-Rw7MY6,H2804,H2804,,Academic lab,SIDM00310,CVCL_U998,PLMESO,Unknown,Unknown,,Primary,lung,Male,Sanger,,,NCIH2804_PLEURA,1240136.0,,882.0,,,,None,PLMESO,Pleural Mesothelioma,Pleural Mesothelioma,Pleura
ACH-002133,PT-sgR3ZT,H2810,H2810,,Academic lab,SIDM00311,CVCL_U999,PLEMESO,Unknown,Unknown,,Primary,lung,Male,Sanger,,,NCIH2810_PLEURA,1240137.0,,591.0,,,,None,PLEMESO,"Pleural Mesothelioma, Epithelioid Type",Pleural Mesothelioma,Pleura
ACH-002134,PT-iPnxFl,H2818,H2818,,Academic lab,SIDM00520,CVCL_V000,PLEMESO,Unknown,Unknown,,Primary,lung,Male,Sanger,,,NCIH2818_PLEURA,1290814.0,,2254.0,,,,None,PLEMESO,"Pleural Mesothelioma, Epithelioid Type",Pleural Mesothelioma,Pleura
ACH-002135,PT-agzskj,H2869,H2869,,Academic lab,SIDM00519,CVCL_V001,PLBMESO,Unknown,Unknown,,Primary,lung,Male,Sanger,,,NCIH2869_PLEURA,1240138.0,,309.0,,,,None,PLBMESO,"Pleural Mesothelioma, Biphasic Type",Pleural Mesothelioma,Pleura
ACH-002136,PT-QUwL3P,H290,H290,,Academic lab,SIDM00518,CVCL_A555,PLMESO,Unknown,Unknown,,Primary,lung,Male,Sanger,,,H290_PLEURA,1240139.0,,742.0,,,,None,PLMESO,Pleural Mesothelioma,Pleural Mesothelioma,Pleura
ACH-002138,PT-3z38Jf,H513,H513,61.0,Academic lab,SIDM00114,CVCL_A570,LUAS,Adult,Unknown,,Metastatic,Unknown,Male,Sanger,NSCLC_adenosquamous,,H513_LUNG,1240141.0,This line is a NCI-H125 derivative (ICLAC). DepMap metadata has been updated (as of 22Q2) to reflect this.,2125.0,,,,None,LUAS,Lung Adenosquamous Carcinoma,Non-Small Cell Lung Cancer,Lung
ACH-002139,PT-ISixNE,HA7-RCC,HA7RCC,,Academic lab,SIDM00188,CVCL_1241,RCC,Unknown,Unknown,,Primary,kidney,Male,Sanger,,,HA7RCC_KIDNEY,753558.0,,1790.0,,,,None,RCC,Renal Cell Carcinoma,Renal Cell Carcinoma,Kidney
ACH-002140,PT-0hMOxQ,Hey,HEY,,Academic lab,SIDM00968,CVCL_0297,HGSOC,Unknown,Adherent,,Primary,ovary,Female,Sanger,high_grade_serous,,HEY_OVARY,1479988.0,,1096.0,,,,None,HGSOC,High-Grade Serous Ovarian Cancer,Ovarian Epithelial Tumor,Ovary/Fallopian Tube
ACH-002141,PT-AjNeCf,HSC-39,HSC39,54.0,Academic lab,SIDM00045,CVCL_A385,SSRCC,Adult,Unknown,,Metastatic,ascites,Male,Sanger,signet_ring_cell,,HSC39_STOMACH,1322224.0,,1991.0,,,,None,SSRCC,Signet Ring Cell Carcinoma of the Stomach,Esophagogastric Adenocarcinoma,Esophagus/Stomach
ACH-002142,PT-3yhqod,HuO-3N1,HUO3N1,15.0,Commercial,SIDM00584,CVCL_1297,OS,Pediatric,Adherent,,Primary,bone,Female,JCRB,,JCRB0413,HUO3N1_BONE,909977.0,"Animal- human; Tissue - osteosarcoma; Profile - osteosarcoma, ilium",2101.0,,,,None,OS,Osteosarcoma,Osteosarcoma,Bone
ACH-002143,PT-tN5qtW,IST-MEL1,ISTMEL1,,Academic lab,SIDM00225,CVCL_1308,MEL,Adult,Adherent,,Primary,skin,Male,Sanger,,,ISTMEL1_SKIN,907172.0,,1501.0,,,,None,MEL,Melanoma,Melanoma,Skin
ACH-002144,PT-WD7J2O,IST-SL1,ISTSL1,60.0,Academic lab,SIDM00223,CVCL_1313,SCLC,Adult,Mixed,,Metastatic,lymph_node,Male,Sanger,,,ISTSL1_LUNG,753564.0,,1194.0,,,,None,SCLC,Small Cell Lung Cancer,Lung Neuroendocrine Tumor,Lung
ACH-002145,PT-lSORt3,IST-SL2,ISTSL2,,Academic lab,SIDM00230,CVCL_1314,SCLC,Unknown,Suspension,,Metastatic,pleural_effusion,Male,Sanger,,,ISTSL2_LUNG,753565.0,,450.0,,,,None,SCLC,Small Cell Lung Cancer,Lung Neuroendocrine Tumor,Lung
ACH-002146,PT-Y025ut,JHOS-3,JHOS3,48.0,Academic lab,SIDM00304,CVCL_4648,SOC,Adult,Adherent,,,ovary,Female,Sanger,serous,,JHOS3_OVARY,1480358.0,,1595.0,,,,None,SOC,Serous Ovarian Cancer,Ovarian Epithelial Tumor,Ovary/Fallopian Tube
ACH-002147,PT-FGLpfl,K2,K2,,Academic lab,SIDM00126,CVCL_AT85,MEL,Unknown,Unknown,,Primary,skin,Unknown,Sanger,,,K2_SKIN,1298160.0,,1980.0,,,,None,MEL,Melanoma,Melanoma,Skin
ACH-002148,PT-vdhvO3,K5,K5,58.0,Academic lab,SIDM00056,CVCL_1322,THPA,Adult,Unknown,,Metastatic,thyroid,Male,Sanger,,,K5_THYROID,924238.0,This line is a GLAG-66 derivative (ICLAC). DepMap metadata has been updated (as of 22Q2) to reflect this.,365.0,,,,None,THPA,Papillary Thyroid Cancer,Well-Differentiated Thyroid Cancer,Thyroid
ACH-002149,PT-yB2Czj,KGN,KGN,63.0,Academic lab,SIDM00302,CVCL_0375,GRCT,Adult,Adherent,,Primary,ovary,Female,Sanger,,RCB1154,KGN_OVARY,924186.0,,11.0,,Unknown,,None,GRCT,Granulosa Cell Tumor,Sex Cord Stromal Tumor,Ovary/Fallopian Tube
ACH-002150,PT-fygqZz,LB1047-RCC,LB1047RCC,,Academic lab,SIDM00187,CVCL_1364,RCC,Unknown,Unknown,,Primary,kidney,Female,Sanger,,,LB1047RCC_KIDNEY,753577.0,,658.0,,,,None,RCC,Renal Cell Carcinoma,Renal Cell Carcinoma,Kidney
ACH-002151,PT-hcnphT,LB2241-RCC,LB2241RCC,,Academic lab,SIDM00186,CVCL_1365,RCC,Unknown,Unknown,,Primary,kidney,Male,Sanger,,,LB2241RCC_KIDNEY,753578.0,,552.0,,,,None,RCC,Renal Cell Carcinoma,Renal Cell Carcinoma,Kidney
ACH-002152,PT-g7qDcx,LB2518-MEL,LB2518MEL,,Academic lab,SIDM00185,CVCL_1366,MEL,Unknown,Unknown,,Primary,skin,Female,Sanger,,,LB2518MEL_SKIN,753579.0,,1464.0,,,,None,MEL,Melanoma,Melanoma,Skin
ACH-002153,PT-rIlRDz,LB373-MEL-D,LB373MELD,,Academic lab,SIDM00184,CVCL_1367,MEL,Unknown,Unknown,,Primary,skin,Female,Sanger,,,LB373MELD_SKIN,753581.0,,659.0,,,,None,MEL,Melanoma,Melanoma,Skin
ACH-002154,PT-JQF9VX,LB647-SCLC,LB647SCLC,,Academic lab,SIDM00183,CVCL_1368,SCLC,Unknown,Unknown,,Primary,lung,Male,Sanger,,,LB647SCLC_LUNG,753582.0,,1365.0,,,,None,SCLC,Small Cell Lung Cancer,Lung Neuroendocrine Tumor,Lung
ACH-002155,PT-RdOp4M,LB996-RCC,LB996RCC,,Academic lab,SIDM00180,CVCL_1371,RCC,Unknown,Unknown,,Primary,kidney,Male,Sanger,,,LB996RCC_KIDNEY,753585.0,,1755.0,,,,None,RCC,Renal Cell Carcinoma,Renal Cell Carcinoma,Kidney
