ENSP00000493376	A0A2U3U0J3
ENSP00000496776	A0A2R8Y8E0
ENSP00000493543	P15056
ENSP00000418953	C9IZZ2
ENSP00000417346	H7C4H5
ENSP00000418573	C9IZZ2
ENSP00000420377	C9IZZ2
ENSP00000419392	C9IZZ2
ENSP00000410603	Q86XD5
ENSP00000386568	Q86XD5
ENSP00000386984	Q86XD5
ENSP00000387017	Q86XD5
ENSP00000387147	Q86XD5
ENSP00000413467	H7C3R3
ENSP00000324422	Q15942
ENSP00000400537	C9IZ41
ENSP00000346417	H0Y2Y8
ENSP00000376642	Q15942
ENSP00000495858	A0A2R8YES9
ENSP00000396010	Q8IWV2
ENSP00000380602	Q8IWV2
ENSP00000413642	Q8IWV2
ENSP00000380600	Q8IWV2
ENSP00000256509	O00533
ENSP00000380628	O00533
ENSP00000403311	C9JEY3
ENSP00000413628	C9JW79
ENSP00000397445	C9J905
ENSP00000390440	C9JH37
ENSP00000483512	A0A087X0M8
ENSP00000341882	Q9UQ52
ENSP00000407822	Q9UQ52
ENSP00000251607	Q96Q11
ENSP00000342985	Q96Q11
ENSP00000280591	Q96Q11
ENSP00000400394	Q96Q11
ENSP00000385745	Q96Q11
ENSP00000388615	C9JRS7
ENSP00000412724	A6NFQ2
ENSP00000349902	A6NFQ2
ENSP00000495809	A6NFQ2
ENSP00000404265	A6NFQ2
ENSP00000389100	A6NFQ2
ENSP00000441099	A6NFQ2
ENSP00000403714	C9JJK5
ENSP00000431079	Q8N1I1
ENSP00000470114	P46782
ENSP00000471185	M0R0F0
ENSP00000470660	M0QZN2
ENSP00000471388	M0R0R2
ENSP00000196551	P46782
ENSP00000472985	P46782
ENSP00000474204	A4D2H0
ENSP00000254166	P52740
ENSP00000336565	A0A0A0MR84
ENSP00000478778	Q9NWS9
ENSP00000472219	M0R202
ENSP00000470963	M0R034
ENSP00000472802	Q9NWS9
ENSP00000493295	Q96R48
ENSP00000275815	P21709
ENSP00000493343	A4D2G3
ENSP00000493159	A4D2G3
ENSP00000386167	A4D2G3
ENSP00000491442	A0A1W2PPJ5
ENSP00000327724	P59551
ENSP00000493157	Q8NGT7
ENSP00000386174	Q8NGT7
ENSP00000386201	P59536
ENSP00000196482	O75467
ENSP00000444812	O75467
ENSP00000396064	Q8NAC3
ENSP00000395315	Q8NAC3
ENSP00000373323	Q8NAC3
ENSP00000295981	Q8NAC3
ENSP00000384969	Q8NAC3
ENSP00000407894	Q8NAC3
ENSP00000380355	A0A8C8KJP3
ENSP00000373322	Q96HD1
ENSP00000393643	Q96HD1
ENSP00000321856	Q96HD1
ENSP00000386209	Q6IF42
ENSP00000419539	Q8IX94
ENSP00000493353	Q96R47
ENSP00000386137	Q96R47
ENSP00000337473	Q6AW86
ENSP00000438930	Q6AW86
ENSP00000472178	M0R1X9
ENSP00000471122	M0R0B1
ENSP00000473115	M0R3B5
ENSP00000471086	M0R090
ENSP00000388858	E7ERY4
ENSP00000412209	Q01344
ENSP00000256452	Q01344
ENSP00000367355	A5YM69
ENSP00000390753	Q01344
ENSP00000408594	C9JMQ2
ENSP00000231948	Q96SW2
ENSP00000390560	C9JGK9
ENSP00000373358	Q01344
ENSP00000412499	Q96SW2
ENSP00000309196	Q01344
ENSP00000400400	Q01344
ENSP00000404085	C9JIY1
ENSP00000392059	Q01344
ENSP00000470441	M0QZC1
ENSP00000493333	Q8NGT9
ENSP00000348220	Q9Y4C2
ENSP00000419235	Q9Y4C2
ENSP00000474388	Q86UF2
ENSP00000494134	P30531
ENSP00000496619	P30531
ENSP00000493591	P30531
ENSP00000496390	P30531
ENSP00000493813	A0A2R8Y4I3
ENSP00000494191	P30531
ENSP00000496302	P30531
ENSP00000494778	P30531
ENSP00000496238	P30531
ENSP00000494608	A0A2R8Y495
ENSP00000494136	P30531
ENSP00000496171	P30531
ENSP00000493788	A0A2R8Y495
ENSP00000494469	A0A2R8YDD5
ENSP00000493779	A0A2R8YCM3
ENSP00000496697	P30531
ENSP00000287766	P30531
ENSP00000494346	P30531
ENSP00000411689	C9J5P8
ENSP00000496348	P30531
ENSP00000494997	P30531
ENSP00000496064	P30531
ENSP00000495900	P30531
ENSP00000495751	P30531
ENSP00000494050	P30531
ENSP00000496768	A0A2R8Y867
ENSP00000494002	B7Z3C5
ENSP00000493746	B7Z3C5
ENSP00000495375	B7Z3C5
ENSP00000398117	C9J6C4
ENSP00000493320	Q96R45
ENSP00000420502	Q96R45
ENSP00000392511	Q5FWE3
ENSP00000404512	Q5FWE3
ENSP00000401671	Q14643
ENSP00000497872	A0A3B3ITQ1
ENSP00000497099	A0A3B3IS59
ENSP00000349597	Q14643
ENSP00000306253	A0A8C8KBY2
ENSP00000346595	A0A3F2YNW8
ENSP00000397885	Q14643
ENSP00000498014	A0A3B3IU04
ENSP00000498056	A0A3B3ITU8
ENSP00000497605	Q14643
ENSP00000497026	Q14643
ENSP00000399354	Q9BXW9
ENSP00000287647	Q9BXW9
ENSP00000398754	Q9BXW9
ENSP00000245046	Q9P0I2
ENSP00000494004	A0A2R8Y4R4
ENSP00000380267	Q01814
ENSP00000495924	Q01814
ENSP00000353414	Q01814
ENSP00000494381	Q01814
ENSP00000324172	A0A2U3TZI3
ENSP00000414854	Q01814
ENSP00000494252	A0A2R8Y535
ENSP00000494716	Q01814
ENSP00000492732	A0A2U3U055
ENSP00000495228	Q01814
ENSP00000422120	H0Y8U1
ENSP00000314901	Q6UXK5
ENSP00000474771	Q9P0I2
ENSP00000474771	S4R3U9
ENSP00000486945	F8WE37
ENSP00000369673	B9ZVV8
ENSP00000391274	C9J3K8
ENSP00000373354	Q53H47
ENSP00000403000	Q53H47
ENSP00000403145	Q53H47
ENSP00000440564	B7ZMI3
ENSP00000384977	Q8NBK3
ENSP00000272902	Q8NBK3
ENSP00000373355	Q8NBK3
ENSP00000410060	E9PF05
ENSP00000496995	A0A3B3IRT5
ENSP00000256496	Q9NVJ2
ENSP00000402996	Q9NVJ2
ENSP00000256497	Q92611
ENSP00000394099	Q92611
ENSP00000350348	Q14831
ENSP00000417536	Q14831
ENSP00000373987	Q14831
ENSP00000497226	A0A3B3ITM1
ENSP00000497835	A0A3B3ITM1
ENSP00000497614	A0A3B3ITM1
ENSP00000256495	O14503
ENSP00000404120	P48066
ENSP00000254488	P48066
ENSP00000393799	C9JU97
ENSP00000264926	Q9NS91
ENSP00000393783	H7C0A5
ENSP00000395035	C9JMT3
ENSP00000380525	P56539
ENSP00000341940	P56539
ENSP00000324270	P30559
ENSP00000389587	C9JN09
ENSP00000414828	C9JQC4
ENSP00000373312	P55735
ENSP00000335074	Q9UBU3
ENSP00000380298	P55735
ENSP00000336566	P55735
ENSP00000399922	Q9UBU3
ENSP00000312122	P55735
ENSP00000405464	Q9UBU3
ENSP00000380306	A8MXL6
ENSP00000388145	Q9UBU3
ENSP00000416768	Q9UBU3
ENSP00000287656	Q9UBU3
ENSP00000391406	Q9UBU3
ENSP00000414819	Q9UBU3
ENSP00000395893	Q9BV44
ENSP00000411126	C9J9V2
ENSP00000339532	Q9BV44
ENSP00000424064	Q9BV44
ENSP00000401368	E7ERC8
ENSP00000400260	C9J0S2
ENSP00000398623	C9JBJ5
ENSP00000399620	F8WFA6
ENSP00000256474	P40337
ENSP00000344757	P40337
ENSP00000397852	F8WAZ7
ENSP00000412261	C9J0Q4
ENSP00000385852	Q9C0A6
ENSP00000383939	Q9C0A6
ENSP00000384114	E7EWN3
ENSP00000373347	O43295
ENSP00000353587	O43295
ENSP00000256458	O43187
ENSP00000405031	E7ESW0
ENSP00000408736	Q93075
ENSP00000389896	H7BZJ2
ENSP00000287652	Q93075
ENSP00000403725	Q9UBU3
ENSP00000394923	A8DN24
ENSP00000429589	H0YBI7
ENSP00000429663	Q96PS1
ENSP00000429608	Q96PS1
ENSP00000432472	Q8WUW1
ENSP00000404141	C9JIB6
ENSP00000157600	Q9NZU5
ENSP00000411222	H7C3D2
ENSP00000400555	C9IYS1
ENSP00000380542	B4DEY6
ENSP00000334070	Q8NCE2
ENSP00000388746	C9JR61
ENSP00000323462	Q8NCE2
ENSP00000401993	C9JSR1
ENSP00000296003	Q8NCE2
ENSP00000410210	A0A8C8L8G4
ENSP00000402485	P55201
ENSP00000398863	A0A8C8KWW5
ENSP00000373340	P55201
ENSP00000396515	Q9NZU5
ENSP00000400462	C9IZU0
ENSP00000402197	C9JNK7
ENSP00000392549	Q9Y4R7
ENSP00000392549	J3KQB2
ENSP00000389904	C9JKU2
ENSP00000412915	C9JUK0
ENSP00000380427	A0A0A6YYG9
ENSP00000399930	C9JWZ9
ENSP00000399782	C9JZ73
ENSP00000401686	C9JW59
ENSP00000408128	C9JQ30
ENSP00000394481	C9JRM2
ENSP00000414965	C9JNK2
ENSP00000324551	Q9Y2M2
ENSP00000439378	Q9Y2M2
ENSP00000339150	Q9Y2M2
ENSP00000373343	Q8IYJ1
ENSP00000345520	O15527
ENSP00000373342	Q8IYJ1
ENSP00000403598	O15527
ENSP00000305527	O15527
ENSP00000305584	O15527
ENSP00000342851	O15527
ENSP00000306561	O15527
ENSP00000373337	O15527
ENSP00000395073	C9JMS0
ENSP00000307684	O75528
ENSP00000393471	O75528
ENSP00000343649	O75528
ENSP00000380431	P59998
ENSP00000388169	P59998
ENSP00000432235	P59998
ENSP00000473435	R4GN08
ENSP00000398097	H0Y5E3
ENSP00000256460	Q14012
ENSP00000404587	C9JES6
ENSP00000416728	C9JHC0
ENSP00000404235	C9JHC0
ENSP00000373338	Q9Y4R7
ENSP00000409632	C9JSD3
ENSP00000403874	Q9Y4R7
ENSP00000402968	C9JP31
ENSP00000287585	Q7Z7J7
ENSP00000408693	C9JM75
ENSP00000415616	H7C454
ENSP00000395446	Q6P087
ENSP00000395446	H7C0K7
ENSP00000398921	Q6P087
ENSP00000373331	Q6P087
ENSP00000411356	A0A0C4DG75
ENSP00000373328	A0A0A0MRY9
ENSP00000483641	Q96AQ7
ENSP00000338642	Q96AQ7
ENSP00000392975	Q96AQ7
ENSP00000400649	Q96AQ7
ENSP00000408631	Q96AQ7
ENSP00000420607	C9JD13
ENSP00000417600	C9J9F4
ENSP00000419622	C9K0E7
ENSP00000404916	J3KQN7
ENSP00000373325	Q8NFR9
ENSP00000388086	Q8NFR9
ENSP00000414609	C9JSZ3
ENSP00000401128	C9K0M1
ENSP00000418432	C9J648
ENSP00000400768	C9J1R2
ENSP00000386222	O95006
ENSP00000493004	Q13607
ENSP00000485483	Q13607
ENSP00000386151	O95007
ENSP00000492907	O95007
ENSP00000497724	A0A3B3ITE9
ENSP00000496942	Q8N5M9
ENSP00000497457	A0A3B3ISZ0
ENSP00000418789	Q53H12
ENSP00000487274	E9PG39
ENSP00000497945	A0A3B3ITV0
ENSP00000247879	Q9NYW6
ENSP00000232905	O60739
ENSP00000301825	O75355
ENSP00000406555	C9J0J3
ENSP00000401565	O75355
ENSP00000404671	O75355
ENSP00000430705	Q8N2I2
ENSP00000388710	Q8N2I2
ENSP00000322529	Q8N2I2
ENSP00000411132	Q8N2I2
ENSP00000398024	Q17RW3
ENSP00000397232	Q8N2I2
ENSP00000428004	Q17RW3
ENSP00000495426	B4DGU4
ENSP00000496511	A0A2R8Y7Z0
ENSP00000495992	P35222
ENSP00000496021	P35222
ENSP00000494467	B4DGU4
ENSP00000494914	P35222
ENSP00000493583	P35222
ENSP00000493583	A0A2R8YCH5
ENSP00000494053	P35222
ENSP00000494780	B4DGU4
ENSP00000494677	P35222
ENSP00000409302	P35222
ENSP00000495076	P35222
ENSP00000495360	P35222
ENSP00000401599	P35222
ENSP00000494411	P35222
ENSP00000400508	B4DGU4
ENSP00000496180	P35222
ENSP00000496067	B4DGU4
ENSP00000385604	P35222
ENSP00000495244	P35222
ENSP00000387455	P35222
ENSP00000496385	P35222
ENSP00000412219	P35222
ENSP00000496295	B4DGU4
ENSP00000344456	P35222
ENSP00000379488	P35222
ENSP00000494422	A0A2R8Y5C3
ENSP00000495794	B4DGU4
ENSP00000379486	P35222
ENSP00000495450	P35222
ENSP00000494845	P35222
ENSP00000411226	B4DGU4
ENSP00000494849	A0A2R8Y5Z1
ENSP00000495286	B4DGU4
ENSP00000495161	B4DGU4
ENSP00000493610	P35222
ENSP00000493533	P35222
ENSP00000496020	A0A2R8Y750
ENSP00000496649	A0A2R8Y804
ENSP00000494654	A0A2R8Y5A3
ENSP00000495719	P35222
ENSP00000456594	H3BS89
ENSP00000346437	O95352
ENSP00000273037	Q96BW9
ENSP00000494934	E9PFV2
ENSP00000412580	O95352
ENSP00000398596	Q96BW9
ENSP00000495840	E9PFV2
ENSP00000347042	O95352
ENSP00000494873	E9PFV2
ENSP00000380221	E9PFV2
ENSP00000380196	E9PFX5
ENSP00000287820	P37231
ENSP00000380205	E9PFV2
ENSP00000312472	E9PFV2
ENSP00000380210	E9PFV2
ENSP00000388598	Q96BW9
ENSP00000470404	M0QZA3
ENSP00000320731	F6W0P0
ENSP00000473184	M0R3F5
ENSP00000472853	M0R2W6
ENSP00000320567	Q9Y291
ENSP00000376732	Q9Y291
ENSP00000418451	Q9Y291
ENSP00000417287	Q9Y291
ENSP00000420709	C9JBY7
ENSP00000469089	Q96K62
ENSP00000473072	Q96K62
ENSP00000346603	Q96K62
ENSP00000415223	C9JFF4
ENSP00000380224	E7EUD1
ENSP00000394123	E7ERW0
ENSP00000391932	F8W708
ENSP00000411670	F8WBN7
ENSP00000395557	E7EUJ2
ENSP00000485472	A0A096LP98
ENSP00000273038	Q14135
ENSP00000404251	Q14135
ENSP00000413030	A0A0A6YYI5
ENSP00000412923	E7EWF5
ENSP00000394439	E7EQU6
ENSP00000411880	C9J415
ENSP00000408303	C9JNU2
ENSP00000416644	C9JE55
ENSP00000389996	C9JKA3
ENSP00000247881	Q9NYW5
ENSP00000253024	Q13263
ENSP00000342232	Q13263
ENSP00000247883	Q9NYW4
ENSP00000373276	Q6XE24
ENSP00000397926	Q6XE24
ENSP00000400519	Q6XE24
ENSP00000395592	C9JIJ9
ENSP00000373277	Q6XE24
ENSP00000391934	C9J9B2
ENSP00000273139	Q6XE24
ENSP00000472586	M0R2I3
ENSP00000471065	M0R075
ENSP00000263093	Q9Y2P5
ENSP00000470368	Q9Y2P5
ENSP00000470316	M0QZ57
ENSP00000486481	G3V0F3
ENSP00000407340	H7C2R3
ENSP00000473126	M0R3C0
ENSP00000470503	M0QZE6
ENSP00000416368	Q9Y6M7
ENSP00000390394	Q9Y6M7
ENSP00000414797	Q9Y6M7
ENSP00000394252	Q9Y6M7
ENSP00000406605	Q9Y6M7
ENSP00000407382	Q9Y6M7
ENSP00000406804	E9PFN4
ENSP00000388703	C9JRP1
ENSP00000295736	Q9Y6M7
ENSP00000388620	O95936
ENSP00000487112	O95936
ENSP00000295743	O95936
ENSP00000295770	Q8TCJ2
ENSP00000379804	Q9BXB5
ENSP00000406124	Q9BXB5
ENSP00000480050	Q92777
ENSP00000484916	Q92777
ENSP00000471885	M0R1I4
ENSP00000411031	H7C3C4
ENSP00000406156	C9J967
ENSP00000322265	Q6ZNG0
ENSP00000418348	Q7Z7K0
ENSP00000404581	C9JES7
ENSP00000399200	H7C199
ENSP00000419371	Q9H6S1
ENSP00000439140	P49238
ENSP00000351059	P49238
ENSP00000382166	P49238
ENSP00000444928	P49238
ENSP00000391645	Q702N8
ENSP00000402878	Q14135
ENSP00000343140	Q702N8
ENSP00000404624	G5E9M9
ENSP00000416615	Q14135
ENSP00000396716	F8WD59
ENSP00000346067	P08865
ENSP00000410848	P08865
ENSP00000410848	C9J9K3
ENSP00000389351	A0A0C4DG17
ENSP00000391696	Q9H6S1
ENSP00000389577	Q9H6S1
ENSP00000335609	Q9H6S1
ENSP00000295754	P37173
ENSP00000351905	P37173
ENSP00000345156	P50914
ENSP00000379506	P50914
ENSP00000391446	E7EPB3
ENSP00000391472	Q6ZNG0
ENSP00000287814	Q99727
ENSP00000296137	Q9BQS8
ENSP00000412820	C9JVK8
ENSP00000379550	Q702N8
ENSP00000471303	M0R0K9
ENSP00000379519	Q8NFW9
ENSP00000389323	Q8NFW9
ENSP00000438297	Q8NFW9
ENSP00000398665	Q8NFW9
ENSP00000301972	Q8NFW9
ENSP00000386051	Q6ZSS3
ENSP00000312144	Q6ZSS3
ENSP00000340841	Q6ZSS3
ENSP00000408779	C9JM43
ENSP00000310405	P46094
ENSP00000379277	P46094
ENSP00000379277	Q689E2
ENSP00000296140	P32246
ENSP00000441600	P51677
ENSP00000350003	P51677
ENSP00000379271	P51677
ENSP00000389336	Q8TDP5
ENSP00000401822	Q8TDP4
ENSP00000379273	P51677
ENSP00000406705	P35367
ENSP00000397028	P35367
ENSP00000392383	C9J2E6
ENSP00000380247	P35367
ENSP00000409071	C9JLT8
ENSP00000410720	C9JAR7
ENSP00000401312	Q13875
ENSP00000400491	Q13875
ENSP00000388148	Q13875
ENSP00000409730	Q13875
ENSP00000373261	Q13875
ENSP00000388827	Q13875
ENSP00000312293	Q13875
ENSP00000394960	C9JN40
ENSP00000413236	C9JZC2
ENSP00000373274	A6NHJ4
ENSP00000416380	C9JGA2
ENSP00000282538	Q6ZQY3
ENSP00000391554	C9JBN2
ENSP00000411931	Q6L9M1
ENSP00000392285	E7EU07
ENSP00000395930	C9JFK0
ENSP00000373278	Q504Y3
ENSP00000381994	O00421
ENSP00000349967	O00421
ENSP00000383677	O00421
ENSP00000383678	O00421
ENSP00000231751	P02788
ENSP00000405719	P02788
ENSP00000405546	E7ER44
ENSP00000397427	E7EQB2
ENSP00000393100	C9JX59
ENSP00000399285	P41597
ENSP00000383681	P41597
ENSP00000292303	P51681
ENSP00000404881	P51681
ENSP00000408835	C9JLM2
ENSP00000396736	E9PH76
ENSP00000414957	C9JP23
ENSP00000282541	Q8N335
ENSP00000427059	Q6ZQY3
ENSP00000408770	C9JM46
ENSP00000416518	C9JFA7
ENSP00000406238	C9J7Z4
ENSP00000392029	Q8NCE0
ENSP00000385976	Q8NCE0
ENSP00000407974	H7C2Z3
ENSP00000284995	Q8NCE0
ENSP00000416510	Q8NCE0
ENSP00000326432	P51685
ENSP00000390104	C9JIP9
ENSP00000393861	C9K0P5
ENSP00000412934	Q8IZV2
ENSP00000307741	Q8IZV2
ENSP00000497532	Q96DW6
ENSP00000493714	A0A2R8Y427
ENSP00000495376	A0A2R8YE85
ENSP00000394244	C9JT44
ENSP00000494532	A0A2R8Y553
ENSP00000494342	A0A2R8YD83
ENSP00000496690	A0A2R8Y823
ENSP00000205636	Q9NX76
ENSP00000390547	C9JGL2
ENSP00000388674	P62910
ENSP00000401888	P04049
ENSP00000398591	H7C155
ENSP00000251849	P04049
ENSP00000380156	P62910
ENSP00000412393	D3YTB1
ENSP00000416429	P62910
ENSP00000380158	P62910
ENSP00000339064	F8W727
ENSP00000413742	D3YTI8
ENSP00000273130	Q9Y6G9
ENSP00000407279	E9PHI6
ENSP00000440333	H0YFU6
ENSP00000335605	Q96FZ5
ENSP00000283621	Q96FZ5
ENSP00000390507	C9JGM7
ENSP00000382333	P16278
ENSP00000305920	E7EQ29
ENSP00000306920	P16278
ENSP00000409019	C9JLW1
ENSP00000498148	A0A3B3IU98
ENSP00000480301	Q6DN90
ENSP00000273221	Q6DN90
ENSP00000495163	A0A2R8Y695
ENSP00000496366	A0A2R8Y7T6
ENSP00000478001	A0A0C4DGT3
ENSP00000497029	A0A3B3IRZ4
ENSP00000387641	O75155
ENSP00000170447	Q9H000
ENSP00000397983	C9J494
ENSP00000396340	Q9H000
ENSP00000486760	F8WBB8
ENSP00000295989	O75155
ENSP00000408528	H7C2Z3
ENSP00000329376	Q9H9A5
ENSP00000401614	C9JWL3
ENSP00000343398	Q6ZT21
ENSP00000382297	E7ERI8
ENSP00000330060	Q9H9A5
ENSP00000283629	Q9NZI7
ENSP00000400715	Q6ZT21
ENSP00000399862	Q9H9A5
ENSP00000395558	Q9NZI7
ENSP00000395385	H7C0K1
ENSP00000283628	Q9NZI7
ENSP00000417518	O75122
ENSP00000419305	E3W994
ENSP00000489023	A0A0U1RQI6
ENSP00000419974	E7EW49
ENSP00000396895	Q8WWA1
ENSP00000405740	Q8WWA1
ENSP00000264728	Q8WWA1
ENSP00000322837	Q8WWA1
ENSP00000392140	H7BZY7
ENSP00000417601	Q9UKC9
ENSP00000411813	C9J4G9
ENSP00000387989	C9JWX1
ENSP00000417666	H7C4M5
ENSP00000323696	O75718
ENSP00000409997	C9JP16
ENSP00000455385	H3BPM6
ENSP00000411769	C9J539
ENSP00000403093	C9JH00
ENSP00000373272	Q2Q1W2
ENSP00000403264	C9JF15
ENSP00000308727	O60279
ENSP00000295760	P98095
ENSP00000420042	P98095
ENSP00000384169	P98095
ENSP00000254508	Q8TEM1
ENSP00000295757	Q96DB2
ENSP00000384706	B5MCS3
ENSP00000384123	B5MCQ6
ENSP00000385528	B5MC52
ENSP00000385475	B5MCU6
ENSP00000411792	C9J528
ENSP00000398651	C9JBI4
ENSP00000496584	A0A2R8Y815
ENSP00000412514	Q658J9
ENSP00000401487	Q658J9
ENSP00000385252	B5MCV5
ENSP00000384019	B5MD06
ENSP00000429794	Q96DB2
ENSP00000402298	C9JMH0
ENSP00000396122	C9JEC8
ENSP00000395188	E7ETT9
ENSP00000285021	Q01831
ENSP00000332659	P51679
ENSP00000423867	E7EUB5
ENSP00000302160	P62310
ENSP00000481625	A0A087WY96
ENSP00000480890	P31641
ENSP00000482560	P31641
ENSP00000402059	C9JPV1
ENSP00000395234	C9JCF5
ENSP00000418939	B3KR06
ENSP00000327760	E7ENG2
ENSP00000273183	Q99469
ENSP00000187397	Q9UBL0
ENSP00000416168	O15050
ENSP00000393713	E9PEA7
ENSP00000396324	C9JD93
ENSP00000494480	A0A2R8YEM9
ENSP00000398403	C9J3Z9
ENSP00000409331	C9JTF2
ENSP00000413005	C9JTX6
ENSP00000401602	Q9UBL0
ENSP00000417838	Q9UBL0
ENSP00000324364	O75122
ENSP00000390151	Q9UBL0
ENSP00000379742	Q9UBL0
ENSP00000389754	Q9UBL0
ENSP00000418945	D6RBU8
ENSP00000412341	C9J091
ENSP00000418411	C9J668
ENSP00000390169	C9JI74
ENSP00000412326	Q9UBL0
ENSP00000379741	Q9UBL0
ENSP00000406964	Q9UBL0
ENSP00000397720	Q9UBL0
ENSP00000410171	Q9UBL0
ENSP00000411644	C9J5R1
ENSP00000412411	Q9UBL0
ENSP00000398598	C9J2U3
ENSP00000405276	Q9UBL0
ENSP00000409808	C9JQQ6
ENSP00000313670	Q60I27
ENSP00000413223	Q60I27
ENSP00000296142	Q9BQQ7
ENSP00000379241	Q9BYS8
ENSP00000296144	Q9BYS8
ENSP00000296145	P13385
ENSP00000446375	F5H1T8
ENSP00000489900	A0A1B0GTZ4
ENSP00000394484	Q9C098
ENSP00000411825	Q8WUM4
ENSP00000307387	Q8WUM4
ENSP00000491838	A0A1B0GVK7
ENSP00000406693	C9IZF9
ENSP00000402667	P40692
ENSP00000443665	P40692
ENSP00000398272	P40692
ENSP00000402564	P40692
ENSP00000231790	P40692
ENSP00000444286	P40692
ENSP00000387633	E7EVX2
ENSP00000403009	C9JHJ5
ENSP00000392907	C9J0Y3
ENSP00000354486	Q13439
ENSP00000406894	Q86W71
ENSP00000349305	Q13439
ENSP00000485569	A0A096LPF5
ENSP00000492654	A0A1W2PRG7
ENSP00000285046	Q6ZNL6
ENSP00000445949	B7ZM68
ENSP00000483059	P49116
ENSP00000402272	C9JMI6
ENSP00000388387	P49116
ENSP00000320447	P49116
ENSP00000376814	P49116
ENSP00000401807	C9JKS0
ENSP00000384463	P49116
ENSP00000301831	Q96C45
ENSP00000412187	A0A0C4DG77
ENSP00000480660	A0A087WX15
ENSP00000490949	A0A1B0GWJ3
ENSP00000478352	Q9C0E4
ENSP00000406027	Q7L775
ENSP00000405842	H0Y6I0
ENSP00000285018	O00755
ENSP00000399382	C9JVZ3
ENSP00000328998	Q9UPV9
ENSP00000410717	Q9UPV9
ENSP00000483516	A0A087X0N0
ENSP00000490164	A0A1B0GUL8
ENSP00000340702	Q9UPV9
ENSP00000379478	C9JC32
ENSP00000295767	Q8N4Q1
ENSP00000380122	Q8N4Q1
ENSP00000391473	C9J2Y1
ENSP00000412473	H7C3L1
ENSP00000393006	H0Y4N0
ENSP00000416476	H0Y806
ENSP00000346349	Q9Y608
ENSP00000338727	Q9Y608
ENSP00000416364	Q9Y608
ENSP00000379705	Q9Y608
ENSP00000405480	Q9Y608
ENSP00000412206	C9J0U5
ENSP00000416907	C9JC17
ENSP00000416013	C9JJC9
ENSP00000391360	C9J321
ENSP00000409574	C9JSU1
ENSP00000398392	E7EUC9
ENSP00000407019	P40692
ENSP00000407019	C9JZ54
ENSP00000420164	C9JQS6
ENSP00000303992	Q9BTV4
ENSP00000413438	H7C3R1
ENSP00000373304	Q6PII3
ENSP00000302344	A0A0B4J1R8
ENSP00000397258	E9PDS3
ENSP00000264741	Q13797
ENSP00000422551	Q9H1K0
ENSP00000253699	Q9H1K0
ENSP00000486713	A0A0D9SFL5
ENSP00000487488	A0A0D9SGH2
ENSP00000390882	P82663
ENSP00000253686	P82663
ENSP00000407733	P82663
ENSP00000413729	H7C3T3
ENSP00000387724	C9JZZ1
ENSP00000253693	Q9Y6W3
ENSP00000427038	D6RD50
ENSP00000373301	O60239
ENSP00000388553	O60239
ENSP00000386231	O60239
ENSP00000398288	O15194
ENSP00000273179	O15194
ENSP00000335600	P51178
ENSP00000430344	P51178
ENSP00000253697	Q8ND61
ENSP00000402933	Q8ND61
ENSP00000396081	Q8ND61
ENSP00000407443	H7C2S4
ENSP00000394115	C9JK30
ENSP00000408246	C9JNW0
ENSP00000373299	Q8TCB7
ENSP00000380054	Q96JC9
ENSP00000395183	C9JDE9
ENSP00000283713	O15195
ENSP00000315914	Q9Y238
ENSP00000333664	P09110
ENSP00000373266	O15195
ENSP00000308597	Q9Y238
ENSP00000422096	D6R9H2
ENSP00000412006	H7C3H9
ENSP00000301810	P09110
ENSP00000407613	Q8TCB7
ENSP00000373300	Q8TCB7
ENSP00000410726	B4DDX3
ENSP00000486456	F2Z2Q6
ENSP00000471485	M0R0W0
ENSP00000373298	Q9Y215
ENSP00000373291	Q9Y215
ENSP00000474271	A0A0C4DGS2
ENSP00000373296	Q9Y215
ENSP00000427355	E9PFV5
ENSP00000401399	Q99836
ENSP00000401399	A0A0A0MSI9
ENSP00000497991	Q99836
ENSP00000497991	A0A3B3ITY3
ENSP00000391753	Q99836
ENSP00000390699	Q9UJ83
ENSP00000404883	Q9UJ83
ENSP00000391393	C9J306
ENSP00000395352	C9JJM7
ENSP00000323811	Q9UJ83
ENSP00000496840	A0A3B3IRM4
ENSP00000207870	O75191
ENSP00000474936	S4R408
ENSP00000486684	Q7Z773
ENSP00000411424	Q03431
ENSP00000400977	E7EWE7
ENSP00000413774	Q03431
ENSP00000321999	Q03431
ENSP00000402723	Q03431
ENSP00000403656	Q9UJ83
ENSP00000379210	P08590
ENSP00000292327	P08590
ENSP00000395278	B3KPX4
ENSP00000393455	P08590
ENSP00000393455	E9PGV7
ENSP00000494576	Q8NEW7
ENSP00000311713	O95747
ENSP00000415851	C9JIG9
ENSP00000495111	A0A2R8YDZ8
ENSP00000326598	Q9UI38
ENSP00000273173	Q9Y267
ENSP00000396283	Q9Y267
ENSP00000495866	P43251
ENSP00000400995	P43251
ENSP00000397113	P43251
ENSP00000388212	P43251
ENSP00000495254	P43251
ENSP00000306477	P43251
ENSP00000412282	C9J0N9
ENSP00000403775	A0A2R8Y5J9
ENSP00000396176	H7C0Q3
ENSP00000411925	C9J3F6
ENSP00000250863	Q92904
ENSP00000253692	Q92609
ENSP00000396239	C9JDR8
ENSP00000382373	Q92904
ENSP00000398127	Q92609
ENSP00000398109	E7EV40
ENSP00000402935	Q92609
