From	To
Q9BSU3	ENSP00000286794.4
Q9UBC3	ENSP00000201963.3
Q9UBC3	ENSP00000328547.2
Q9UBC3	ENSP00000337764.2
Q9UBC3	ENSP00000313397.4
Q9UBC3	ENSP00000403169.2
Q9UBC3	ENSP00000412305.1
Q9NV96	ENSP00000230461.6
Q9NV96	ENSP00000359067.5
Q9NV96	ENSP00000431007.1
Q9NV96	ENSP00000500998.1
O43520	ENSP00000497896.1
Q3MIR4	ENSP00000450842.1
Q9Y2Q0	ENSP00000264449.10
Q9Y2Q0	ENSP00000371084.5
Q9Y2Q0	ENSP00000515003.1
Q9NTI2	ENSP00000371070.2
Q9NTI2	ENSP00000507489.1
P98198	ENSP00000357472.3
P98198	ENSP00000357475.4
P98198	ENSP00000500034.1
P98198	ENSP00000512728.1
O60423	ENSP00000311336.6
O60423	ENSP00000437115.1
Q8TF62	ENSP00000284509.6
Q8TF62	ENSP00000453169.1
O60312	ENSP00000349325.6
O60312	ENSP00000374617.4
O60312	ENSP00000450480.2
O60312	ENSP00000480665.1
O94823	ENSP00000313600.5
Q9P241	ENSP00000273859.3
P98196	ENSP00000364796.3
P98196	ENSP00000420387.1
Q9Y2G3	ENSP00000321195.5
Q8NB49	ENSP00000332756.3
Q8NB49	ENSP00000355165.2
Q86WC4	ENSP00000193322.3
Q86WC4	ENSP00000514453.1
Q86WC4	ENSP00000514443.1
P51798	ENSP00000372193.4
O96033	ENSP00000355160.4
O96033	ENSP00000411022.3
O96033	ENSP00000426274.1
O96033	ENSP00000424267.2
O96033	ENSP00000462870.1
O96033	ENSP00000464663.1
O96007	ENSP00000380157.3
P18847	ENSP00000336908.4
P18847	ENSP00000344352.4
P18847	ENSP00000355950.1
P18847	ENSP00000355954.2
P18847	ENSP00000432208.1
P18847	ENSP00000480606.1
O14867	ENSP00000286800.3
O14867	ENSP00000382805.1
Q16649	ENSP00000297689.2
P15336	ENSP00000264110.2
P15336	ENSP00000340576.5
P15336	ENSP00000376327.1
P15336	ENSP00000386282.1
P15336	ENSP00000387093.1
P15336	ENSP00000386526.1
P15336	ENSP00000407911.3
Q16520	ENSP00000286639.6
Q9NR55	ENSP00000243440.1
P15407	ENSP00000310170.2
P15407	ENSP00000393302.2
P15408	ENSP00000264716.4
P15408	ENSP00000368939.1
Q8WYK2	ENSP00000267569.5
Q8WYK2	ENSP00000415558.2
Q8WYK2	ENSP00000399587.2
Q8WYK2	ENSP00000409787.1
Q8WYK2	ENSP00000498745.1
P17275	ENSP00000303315.4
Q96HW7	ENSP00000511688.1
Q96HW7	ENSP00000433644.1
Q96HW7	ENSP00000434466.1
Q96HW7	ENSP00000511691.1
Q9NV88	ENSP00000398208.2
Q9NV88	ENSP00000429065.1
Q9NV88	ENSP00000430943.1
Q9NVM9	ENSP00000261191.7
Q75QN2	ENSP00000430338.1
Q6P9B9	ENSP00000327889.2
Q5TA45	ENSP00000404886.1
Q5TA45	ENSP00000413493.2
Q5TA45	ENSP00000392848.2
Q5TA45	ENSP00000445001.1
Q5TA45	ENSP00000444672.1
Q9NVR2	ENSP00000381064.3
Q96SY0	ENSP00000326379.2
Q96SY0	ENSP00000408429.3
Q96SY0	ENSP00000402898.2
Q96SY0	ENSP00000498715.1
P48382	ENSP00000290524.4
P48382	ENSP00000357864.2
P48382	ENSP00000389130.2
O14593	ENSP00000305071.2
O14593	ENSP00000384572.3
O14593	ENSP00000409138.2
O00287	ENSP00000255476.3
P17544	ENSP00000399465.1
P17544	ENSP00000387406.3
P17544	ENSP00000456858.1
P17544	ENSP00000449938.1
P17544	ENSP00000465192.1
Q9ULX9	ENSP00000345393.2
Q9ULX9	ENSP00000384094.1
Q9ULX9	ENSP00000388882.2
Q9ULX9	ENSP00000442060.1
Q9ULX9	ENSP00000441482.1
O15525	ENSP00000350369.4
O15525	ENSP00000376173.3
P07766	ENSP00000354566.4
P04234	ENSP00000300692.4
P04234	ENSP00000376622.2
Q92535	ENSP00000356701.3
Q92535	ENSP00000356702.1
P37287	ENSP00000369820.3
P37287	ENSP00000489528.1
P37287	ENSP00000442653.2
P37287	ENSP00000489540.1
Q9BRB3	ENSP00000026218.5
Q9BRB3	ENSP00000326674.6
Q9BRB3	ENSP00000386760.2
Q9BRB3	ENSP00000439650.1
Q3MUY2	ENSP00000432688.1
Q14442	ENSP00000216452.4
O94777	ENSP00000322181.8
P57054	ENSP00000353719.3
P57054	ENSP00000382049.1
P57054	ENSP00000382053.1
P57054	ENSP00000382054.1
P57054	ENSP00000420037.1
Q92643	ENSP00000359848.3
Q969N2	ENSP00000279035.8
Q969N2	ENSP00000279036.6
Q969N2	ENSP00000361774.4
Q969N2	ENSP00000441577.1
Q969N2	ENSP00000443963.3
O43292	ENSP00000347206.4
O43292	ENSP00000354316.6
Q96S52	ENSP00000309430.7
Q96S52	ENSP00000378755.2
Q8N1L9	ENSP00000301887.4
Q8N1L9	ENSP00000398911.2
O43889	ENSP00000342136.2
Q9NS37	ENSP00000434281.1
Q9NS37	ENSP00000433459.1
O75444	ENSP00000327048.4
O75444	ENSP00000377019.1
Q16621	ENSP00000312436.4
Q16621	ENSP00000397185.2
Q16621	ENSP00000439120.2
Q16621	ENSP00000447558.1
Q14494	ENSP00000350072.5
Q14494	ENSP00000354855.3
Q14494	ENSP00000461960.1
Q16236	ENSP00000380252.3
Q16236	ENSP00000380253.4
Q16236	ENSP00000412191.2
Q16236	ENSP00000411575.2
Q16236	ENSP00000400073.2
Q16236	ENSP00000467401.1
Q16236	ENSP00000514303.1
Q16236	ENSP00000514304.1
Q16236	ENSP00000514318.1
Q16236	ENSP00000514325.1
Q16236	ENSP00000514369.1
Q16236	ENSP00000514370.1
Q16236	ENSP00000514386.1
Q9Y4A8	ENSP00000056233.3
Q9Y2D1	ENSP00000396954.1
Q9Y2D1	ENSP00000470633.1
P18850	ENSP00000356919.3
P18850	ENSP00000505025.1
P18850	ENSP00000505998.1
Q99941	ENSP00000293709.6
Q99941	ENSP00000364347.4
Q99941	ENSP00000364349.3
Q99941	ENSP00000372642.4
Q99941	ENSP00000404814.2
Q99941	ENSP00000404725.2
Q99941	ENSP00000399764.2
Q99941	ENSP00000391131.2
P17861	ENSP00000216037.6
P17861	ENSP00000343155.5
Q9H1I8	ENSP00000305502.3
Q9H1I8	ENSP00000380877.2
Q9H1I8	ENSP00000437570.1
Q8N9N2	ENSP00000320461.4
Q8N9N2	ENSP00000339404.4
Q8N9N2	ENSP00000378373.3
Q8N9N2	ENSP00000500935.1
Q8N3C0	ENSP00000358139.2
Q8N3C0	ENSP00000358159.2
Q8N3C0	ENSP00000430769.1
Q9P2W1	ENSP00000253789.4
Q9P2W1	ENSP00000377384.2
Q9P2W1	ENSP00000466381.1
Q9BWT6	ENSP00000240488.3
P63279	ENSP00000324897.5
P63279	ENSP00000348056.4
P63279	ENSP00000380649.3
P63279	ENSP00000380650.2
P63279	ENSP00000385009.2
P63279	ENSP00000384568.1
P63279	ENSP00000490882.2
P63279	ENSP00000457064.1
P63279	ENSP00000455893.2
P63279	ENSP00000456188.2
P63279	ENSP00000518670.1
P63279	ENSP00000518673.1
P63279	ENSP00000518678.1
P63279	ENSP00000518679.1
P63279	ENSP00000518681.1
P63279	ENSP00000518682.1
P63279	ENSP00000518683.1
P63279	ENSP00000518685.1
P63279	ENSP00000518686.1
P63279	ENSP00000518687.1
P63279	ENSP00000518688.1
P63279	ENSP00000518694.1
P63279	ENSP00000518696.1
P63279	ENSP00000518700.1
P63279	ENSP00000518706.1
P63279	ENSP00000518707.1
P63279	ENSP00000518709.1
P63279	ENSP00000518711.1
P63279	ENSP00000518713.1
P63279	ENSP00000519217.1
P63279	ENSP00000518663.1
P63279	ENSP00000518664.1
P46060	ENSP00000348577.3
P46060	ENSP00000385866.1
P46060	ENSP00000401470.2
P46060	ENSP00000516069.1
P10966	ENSP00000331172.2
P10966	ENSP00000340592.3
P10966	ENSP00000375070.6
P10966	ENSP00000377356.2
P10966	ENSP00000377358.2
P01732	ENSP00000283635.3
P01732	ENSP00000321631.3
P01732	ENSP00000386559.2
P01732	ENSP00000514390.1
Q96ST3	ENSP00000353622.4
Q96ST3	ENSP00000378402.3
Q96ST3	ENSP00000378403.4
Q96ST3	ENSP00000455204.2
Q96ST3	ENSP00000454296.2
Q96ST3	ENSP00000515834.1
Q9HCU9	ENSP00000353042.3
O75446	ENSP00000296504.3
Q92769	ENSP00000357621.2
Q92769	ENSP00000430432.1
Q92769	ENSP00000430008.1
Q9H160	ENSP00000307183.3
P29374	ENSP00000344556.3
P29374	ENSP00000347602.3
P29374	ENSP00000378597.3
P29374	ENSP00000397368.2
Q9H7L9	ENSP00000443988.1
Q9NP50	ENSP00000337477.4
Q9NP50	ENSP00000393279.2
Q9NP50	ENSP00000443697.1
Q9NP50	ENSP00000439952.1
Q9NP50	ENSP00000479093.1
Q9NP50	ENSP00000488852.1
Q9NP50	ENSP00000488570.1
Q9NP50	ENSP00000488406.1
O75182	ENSP00000248054.4
O75182	ENSP00000369131.1
O75182	ENSP00000473039.1
Q14697	ENSP00000340466.4
Q14697	ENSP00000349053.3
Q14697	ENSP00000433799.1
Q14697	ENSP00000432181.1
Q14697	ENSP00000434921.1
P14314	ENSP00000466012.1
P14314	ENSP00000465461.1
P14314	ENSP00000465489.1
Q3T906	ENSP00000299314.7
Q3T906	ENSP00000449150.1
Q9UJJ9	ENSP00000204679.4
Q86SZ2	ENSP00000330289.5
Q86SZ2	ENSP00000335171.6
O43617	ENSP00000362256.1
O43617	ENSP00000362257.1
O43617	ENSP00000362261.3
O43617	ENSP00000480648.1
O75865	ENSP00000006275.3
O75865	ENSP00000468612.1
O75865	ENSP00000468363.1
O75865	ENSP00000468182.1
Q15904	ENSP00000358777.2
P27449	ENSP00000329757.4
Q99437	ENSP00000236067.4
Q99437	ENSP00000431605.1
Q99437	ENSP00000434094.1
Q9Y5K8	ENSP00000216442.7
Q9Y5K8	ENSP00000451167.1
Q16864	ENSP00000249289.4
Q16864	ENSP00000417378.1
O75787	ENSP00000489819.1
O75787	ENSP00000490083.1
P38606	ENSP00000273398.3
P38606	ENSP00000417545.2
P38606	ENSP00000515542.1
P38606	ENSP00000515547.1
P38606	ENSP00000515548.1
Q9Y487	ENSP00000332247.2
Q6P5S7	ENSP00000449500.1
Q9UI12	ENSP00000347359.3
Q9UI12	ENSP00000352522.2
Q9UI12	ENSP00000379995.2
Q13488	ENSP00000265686.3
Q13488	ENSP00000434407.1
P0CG05	ENSP00000374856.2
P0CG05	ENSP00000374857.2
P0DOY3	ENSP00000374857.2
P01871	ENSP00000375001.2
P01871	ENSP00000485962.2
P01871	ENSP00000490253.1
Q9HBG4	ENSP00000308122.2
Q9HBG4	ENSP00000253856.6
Q9HBG4	ENSP00000376774.1
Q9HBG4	ENSP00000496421.1
P01857	ENSP00000374990.2
P01857	ENSP00000374991.2
P01857	ENSP00000488387.1
P01857	ENSP00000487867.1
P01859	ENSP00000374987.2
P01859	ENSP00000480351.2
P01859	ENSP00000493129.1
P01861	ENSP00000374985.2
P01861	ENSP00000483393.2
P01861	ENSP00000493388.1
P01876	ENSP00000374989.2
P01876	ENSP00000488021.1
P01876	ENSP00000493114.1
P01877	ENSP00000374981.2
P01877	ENSP00000493086.1
P01854	ENSP00000374983.2
P01854	ENSP00000481089.1
P01854	ENSP00000492979.1
Q16534	ENSP00000226067.5
Q16534	ENSP00000402496.2
Q16534	ENSP00000460296.1
Q16534	ENSP00000460572.1
Q10586	ENSP00000222122.4
Q9Y284	ENSP00000468969.1
Q96A33	ENSP00000225726.5
Q96A33	ENSP00000384888.3
Q96A33	ENSP00000463577.1
Q9BYV9	ENSP00000257749.4
Q9BYV9	ENSP00000345642.3
Q9BYV9	ENSP00000384145.3
Q9BYV9	ENSP00000397668.2
Q9BYV9	ENSP00000512284.1
Q9UBL3	ENSP00000340896.5
Q9UBL3	ENSP00000395310.2
Q9UBL3	ENSP00000430259.1
Q15291	ENSP00000264515.6
Q15291	ENSP00000356132.1
P51610	ENSP00000309555.7
O15047	ENSP00000262519.8
O15047	ENSP00000507683.1
O15047	ENSP00000518195.1
Q9C005	ENSP00000295066.3
Q9C005	ENSP00000345837.5
Q9UPS6	ENSP00000442924.1
Q9UPS6	ENSP00000474253.1
Q9UPS6	ENSP00000481531.1
Q8NFC6	ENSP00000040738.5
Q9UJA3	ENSP00000265187.4
Q9UJA3	ENSP00000368161.1
Q9UJA3	ENSP00000368164.2
Q9UJA3	ENSP00000368174.3
Q9UJA3	ENSP00000478141.1
Q9NXL9	ENSP00000312870.3
Q9NXL9	ENSP00000314505.5
Q9NXL9	ENSP00000480469.1
O94905	ENSP00000335220.6
O94905	ENSP00000427847.1
O94905	ENSP00000428112.1
O94905	ENSP00000473292.1
O94905	ENSP00000429903.1
O94905	ENSP00000497100.1
O75477	ENSP00000384900.3
O75477	ENSP00000410964.2
P48163	ENSP00000358719.3
P11498	ENSP00000377527.2
P11498	ENSP00000377530.2
P11498	ENSP00000377532.1
P11498	ENSP00000434192.2
P11498	ENSP00000435905.2
P11498	ENSP00000498406.1
P11498	ENSP00000498994.1
P11498	ENSP00000498302.1
P40925	ENSP00000233114.8
P40925	ENSP00000410073.2
P40925	ENSP00000446395.2
O75886	ENSP00000263904.4
O14964	ENSP00000331201.4
O14964	ENSP00000504106.1
Q9H7P6	ENSP00000354772.3
Q9H7P6	ENSP00000485994.1
Q9UK41	ENSP00000292510.3
Q9UK41	ENSP00000366565.2
Q9UK41	ENSP00000434064.1
Q9UK41	ENSP00000434556.1
Q9UK41	ENSP00000494521.1
Q9UK41	ENSP00000496519.1
Q9UK41	ENSP00000496693.1
Q9UK41	ENSP00000495408.1
Q99816	ENSP00000251968.3
Q8NEZ2	ENSP00000318629.4
Q8NEZ2	ENSP00000412824.2
Q8NEZ2	ENSP00000429680.1
Q96EY5	ENSP00000324810.6
A5D8V6	ENSP00000301765.5
Q86XT2	ENSP00000320416.4
Q9H9H4	ENSP00000267202.2
Q9NZ09	ENSP00000297661.4
Q9NZ09	ENSP00000352541.2
Q9NZ09	ENSP00000368484.3
Q9NZ09	ENSP00000486574.1
Q9BY50	ENSP00000468633.1
Q9Y6A9	ENSP00000233025.7
P61009	ENSP00000427463.1
Q15005	ENSP00000263672.6
Q9Y282	ENSP00000341358.2
Q9Y282	ENSP00000349970.4
Q96RQ1	ENSP00000353270.4
Q9H5Q4	ENSP00000355471.4
Q00059	ENSP00000363002.3
Q00059	ENSP00000420588.1
O00411	ENSP00000465759.2
P04085	ENSP00000346508.5
P04085	ENSP00000383889.3
P01127	ENSP00000330382.6
P01127	ENSP00000370963.4
Q9H0F6	ENSP00000352551.6
Q9H0F6	ENSP00000381698.2
Q9BYM8	ENSP00000254960.5
Q9BYM8	ENSP00000348632.6
Q9BYM8	ENSP00000371616.3
Q96EP0	ENSP00000315112.6
Q96EP0	ENSP00000453574.1
Q96EP0	ENSP00000494011.1
Q96EP0	ENSP00000496609.1
P27694	ENSP00000254719.4
P35244	ENSP00000223129.4
P35244	ENSP00000379914.2
P15927	ENSP00000363015.3
P15927	ENSP00000363017.3
P15927	ENSP00000363021.3
Q13156	ENSP00000362131.3
O43929	ENSP00000264169.2
O43929	ENSP00000376597.5
O43929	ENSP00000441953.1
O43929	ENSP00000441502.1
O43929	ENSP00000438326.1
Q9UBD5	ENSP00000257789.4
Q9UBD5	ENSP00000376586.3
Q9UBD5	ENSP00000444695.1
Q13416	ENSP00000234296.2
Q13415	ENSP00000360621.1
Q13415	ENSP00000360623.3
O43913	ENSP00000297431.4
O43913	ENSP00000395747.2
Q9Y3Y2	ENSP00000357679.4
Q9Y3Y2	ENSP00000357683.3
Q9Y3Y2	ENSP00000385228.1
P82979	ENSP00000337632.3
P82979	ENSP00000449409.1
O00148	ENSP00000242776.3
O00148	ENSP00000322749.8
O00148	ENSP00000392929.2
O00148	ENSP00000467862.1
Q6I9Y2	ENSP00000295899.5
Q96FV9	ENSP00000261600.6
Q13769	ENSP00000380969.1
Q13769	ENSP00000380970.1
Q13769	ENSP00000380971.2
Q13769	ENSP00000420306.1
P84090	ENSP00000451080.1
O60318	ENSP00000291688.1
O60318	ENSP00000380820.1
Q9NPA8	ENSP00000429713.1
Q9NPA8	ENSP00000429986.1
O15182	ENSP00000283122.3
Q5JVF3	ENSP00000246505.5
Q5JVF3	ENSP00000337405.4
Q5JVF3	ENSP00000364606.2
Q5JVF3	ENSP00000364608.1
Q5JVF3	ENSP00000364626.1
Q5JVF3	ENSP00000364628.2
Q5JVF3	ENSP00000479494.1
Q96F86	ENSP00000320503.4
Q96F86	ENSP00000401343.3
Q96F86	ENSP00000455580.1
Q96F86	ENSP00000497737.1
Q8IU60	ENSP00000373715.2
Q8IU60	ENSP00000425770.1
Q8IZD4	ENSP00000280665.6
Q8IZD4	ENSP00000494635.1
Q8IZH2	ENSP00000264951.4
Q8IZH2	ENSP00000376707.2
Q8IZH2	ENSP00000418404.1
Q6P2E9	ENSP00000351811.5
P26196	ENSP00000433704.1
P26196	ENSP00000442266.1
P26196	ENSP00000478754.1
Q16665	ENSP00000323326.6
Q16665	ENSP00000338018.4
Q16665	ENSP00000437955.1
P27540	ENSP00000346372.2
P27540	ENSP00000351407.5
P27540	ENSP00000427571.1
P27540	ENSP00000423851.1
P49765	ENSP00000311127.2
P49765	ENSP00000401550.2
P49767	ENSP00000480043.1
Q9UJ98	ENSP00000319318.5
Q9UJ98	ENSP00000377586.2
Q9UJ98	ENSP00000400359.1
Q9UJ98	ENSP00000484098.1
Q8NDV3	ENSP00000350036.4
Q8NDV3	ENSP00000385902.3
Q9H4I0	ENSP00000385925.1
Q9H4I0	ENSP00000386414.1
O95072	ENSP00000482439.1
O95072	ENSP00000482546.1
O95072	ENSP00000493523.1
O95072	ENSP00000495458.1
Q15329	ENSP00000398124.2
Q15329	ENSP00000414312.2
Q15329	ENSP00000429120.1
Q96GY3	ENSP00000301159.7
Q5TKA1	ENSP00000329102.5
Q5TKA1	ENSP00000505590.1
Q16254	ENSP00000368686.3
Q08999	ENSP00000262133.6
Q14188	ENSP00000418590.1
Q14188	ENSP00000418971.1
Q14188	ENSP00000417585.1
Q14188	ENSP00000420599.1
Q14188	ENSP00000420616.1
Q14188	ENSP00000419036.1
Q14188	ENSP00000439782.2
Q6MZP7	ENSP00000341947.3
Q6MZP7	ENSP00000398265.2
Q6MZP7	ENSP00000407139.2
Q6MZP7	ENSP00000425844.1
Q6MZP7	ENSP00000423475.1
Q6MZP7	ENSP00000427413.1
Q6MZP7	ENSP00000421045.1
P78364	ENSP00000440674.1
P78364	ENSP00000437659.1
Q06587	ENSP00000363787.4
Q06587	ENSP00000372699.4
Q06587	ENSP00000412190.2
Q06587	ENSP00000400572.2
Q06587	ENSP00000396271.2
Q06587	ENSP00000396439.2
P35226	ENSP00000365851.3
Q14781	ENSP00000269399.5
Q14781	ENSP00000308750.4
Q8IXK0	ENSP00000257118.5
Q8IXK0	ENSP00000362517.3
Q8IXK0	ENSP00000507877.1
Q8NDX5	ENSP00000420271.1
Q8NDX5	ENSP00000420294.1
Q8NDX5	ENSP00000420454.1
O00257	ENSP00000269397.4
O95503	ENSP00000384490.3
O95931	ENSP00000216133.5
Q9HC52	ENSP00000269385.4
Q99496	ENSP00000356479.4
Q99496	ENSP00000356480.3
Q99496	ENSP00000520426.1
P35227	ENSP00000478517.1
P35227	ENSP00000478970.1
P35227	ENSP00000482063.1
P35227	ENSP00000482815.1
P35227	ENSP00000488872.1
P35227	ENSP00000488868.1
Q8NHM5	ENSP00000366269.3
Q8NHM5	ENSP00000366271.3
Q8NHM5	ENSP00000480847.1
Q9BSM1	ENSP00000233630.6
Q8IY57	ENSP00000328004.5
Q8IY57	ENSP00000370167.4
Q8IY57	ENSP00000439256.2
Q8IY57	ENSP00000451626.2
P63208	ENSP00000231487.9
P63208	ENSP00000429961.1
P63208	ENSP00000429472.1
P63208	ENSP00000429686.1
Q6W2J9	ENSP00000345923.4
Q6W2J9	ENSP00000367705.4
Q6W2J9	ENSP00000367716.4
Q6W2J9	ENSP00000380512.3
Q6W2J9	ENSP00000384485.3
Q6W2J9	ENSP00000483217.2
Q6W2J9	ENSP00000499892.2
Q6W2J9	ENSP00000500446.1
Q6W2J9	ENSP00000505761.1
Q6W2J9	ENSP00000505507.1
Q86SE9	ENSP00000337500.5
Q86SE9	ENSP00000445704.1
Q86SE9	ENSP00000479492.1
Q8N488	ENSP00000419494.4
Q8N488	ENSP00000486012.2
Q8N488	ENSP00000493835.1
Q8WXX7	ENSP00000344087.4
Q8WXX7	ENSP00000385572.2
Q8WXX7	ENSP00000385263.2
Q14582	ENSP00000337889.2
Q9UH99	ENSP00000385616.1
Q9UH99	ENSP00000385740.1
Q9UH99	ENSP00000383992.1
Q9UH99	ENSP00000508608.1
Q8N6L0	ENSP00000404220.2
Q8NF91	ENSP00000356222.4
Q8NF91	ENSP00000356224.5
Q8NF91	ENSP00000414510.2
O94901	ENSP00000374225.3
O94901	ENSP00000384015.1
O94901	ENSP00000383947.1
O94901	ENSP00000392309.2
O94901	ENSP00000395952.2
Q8WXH0	ENSP00000344528.5
Q8WXH0	ENSP00000341781.4
Q8WXH0	ENSP00000350719.3
Q8WXH0	ENSP00000391937.2
Q8WXH0	ENSP00000450831.2
Q6ZMZ3	ENSP00000334308.4
Q6ZMZ3	ENSP00000450774.1
Q6ZMZ3	ENSP00000450562.1
Q6ZMZ3	ENSP00000507501.1
Q9NZN5	ENSP00000349056.3
Q9NZN5	ENSP00000380942.2
Q9UM54	ENSP00000358994.3
Q9UM54	ENSP00000359002.3
Q9UM54	ENSP00000478013.1
Q9P0V3	ENSP00000340237.4
Q9P0V3	ENSP00000375867.2
Q9P0V3	ENSP00000386862.1
O14908	ENSP00000340698.1
O14908	ENSP00000376748.1
O14908	ENSP00000376753.3
O14908	ENSP00000466747.1
O14908	ENSP00000467077.1
Q96II8	ENSP00000334375.4
Q96II8	ENSP00000394965.2
Q96II8	ENSP00000393579.2
Q96II8	ENSP00000394763.2
Q96II8	ENSP00000399751.2
Q9HAP6	ENSP00000221459.2
Q9HAP6	ENSP00000375737.3
Q02410	ENSP00000265381.3
O14936	ENSP00000367396.2
O14936	ENSP00000367405.1
O14936	ENSP00000494183.1
O14936	ENSP00000494788.1
O14936	ENSP00000495291.2
O14910	ENSP00000447488.1
Q9NUP9	ENSP00000278193.2
Q13616	ENSP00000326804.3
Q13616	ENSP00000387160.1
Q13616	ENSP00000473318.1
Q13616	ENSP00000499277.1
Q13616	ENSP00000499398.1
Q13616	ENSP00000499255.1
Q9UKT8	ENSP00000476369.1
Q9UKT8	ENSP00000507010.1
Q9UKT8	ENSP00000508157.1
P57775	ENSP00000499522.1
Q969U6	ENSP00000313034.3
P23246	ENSP00000349748.5
Q8N3Y1	ENSP00000389144.2
Q8N3Y1	ENSP00000498999.1
Q14999	ENSP00000265348.4
Q14999	ENSP00000508461.1
Q5XUX1	ENSP00000376945.3
Q5XUX1	ENSP00000465387.1
Q5XX13	ENSP00000306937.4
Q5XX13	ENSP00000310382.4
Q5XX13	ENSP00000379025.4
Q9BSL1	ENSP00000360821.3
Q5XPI4	ENSP00000328287.6
Q9UKB1	ENSP00000265094.5
Q9UKB1	ENSP00000296933.6
Q9UKB1	ENSP00000377391.2
Q6X9E4	ENSP00000296438.5
Q6X9E4	ENSP00000414683.1
Q6X9E4	ENSP00000406139.1
Q96RK4	ENSP00000268057.4
Q96RK4	ENSP00000378631.3
Q8NFJ9	ENSP00000317469.7
Q8NFJ9	ENSP00000377563.2
Q8N3I7	ENSP00000295240.3
Q8N3I7	ENSP00000376431.2
Q9BXC9	ENSP00000245157.5
Q9BXC9	ENSP00000507699.1
Q9BXC9	ENSP00000508377.1
Q9BXC9	ENSP00000507654.1
Q9BXC9	ENSP00000507027.1
Q8TAM2	ENSP00000346427.6
Q8TAM2	ENSP00000370031.2
Q3SYG4	ENSP00000242067.6
Q3SYG4	ENSP00000313122.6
Q3SYG4	ENSP00000347182.2
Q3SYG4	ENSP00000379433.2
Q3SYG4	ENSP00000405151.2
Q3SYG4	ENSP00000499835.1
Q3SYG4	ENSP00000499848.1
A8MTZ0	ENSP00000432274.1
A8MTZ0	ENSP00000431936.1
A8MTZ0	ENSP00000432849.1
A8MTZ0	ENSP00000436622.2
A8MTZ0	ENSP00000433157.1
A8MTZ0	ENSP00000474675.1
A8MTZ0	ENSP00000498552.1
A8MTZ0	ENSP00000498430.1
A8MTZ0	ENSP00000498843.1
A8MTZ0	ENSP00000498614.1
Q8IWZ6	ENSP00000264499.4
Q8IWZ6	ENSP00000423626.1
Q9NUP1	ENSP00000318128.3
Q96EV8	ENSP00000344718.5
Q96EV8	ENSP00000341680.6
Q9UL45	ENSP00000220531.4
Q9UL45	ENSP00000456624.1
Q8TDH9	ENSP00000380598.2
Q6QNY0	ENSP00000393840.1
Q6QNY0	ENSP00000468281.1
P02747	ENSP00000363768.1
P02747	ENSP00000363770.3
P02747	ENSP00000363771.4
P02747	ENSP00000512144.1
P02745	ENSP00000363773.3
P02745	ENSP00000385564.1
P02745	ENSP00000416841.2
P02745	ENSP00000512133.1
P02745	ENSP00000512137.1
P09871	ENSP00000328173.3
P09871	ENSP00000354057.5
P09871	ENSP00000385035.1
Q01081	ENSP00000291552.4
Q01081	ENSP00000369629.2
Q01081	ENSP00000418705.1
Q01081	ENSP00000420672.1
P61326	ENSP00000360521.4
P61326	ENSP00000360525.3
O95163	ENSP00000363779.5
O95163	ENSP00000501893.1
Q6IA86	ENSP00000316051.6
Q6IA86	ENSP00000257191.7
Q6IA86	ENSP00000350967.6
Q6IA86	ENSP00000391202.2
Q6IA86	ENSP00000414851.2
Q6IA86	ENSP00000443555.1
Q6IA86	ENSP00000443800.1
Q9H9T3	ENSP00000256398.8
Q9H9T3	ENSP00000369711.4
Q9H9T3	ENSP00000428449.1
Q9H9T3	ENSP00000445558.1
Q13952	ENSP00000312617.5
Q13952	ENSP00000361734.1
Q13952	ENSP00000361736.1
Q13952	ENSP00000361737.1
Q13952	ENSP00000361738.1
Q13952	ENSP00000396620.2
Q13952	ENSP00000408315.2
Q13952	ENSP00000414299.2
Q13952	ENSP00000404427.3
Q13952	ENSP00000408867.2
P25208	ENSP00000240055.3
P25208	ENSP00000447486.1
P23511	ENSP00000345702.6
P23511	ENSP00000229418.6
O00716	ENSP00000262904.4
O00716	ENSP00000443418.1
P15692	ENSP00000317598.7
P15692	ENSP00000361125.5
P15692	ENSP00000361134.5
P15692	ENSP00000361137.4
P15692	ENSP00000361148.4
P15692	ENSP00000389864.4
P15692	ENSP00000388663.3
P15692	ENSP00000409911.2
P15692	ENSP00000421561.2
P15692	ENSP00000430829.1
P15692	ENSP00000430002.1
P15692	ENSP00000428321.1
P15692	ENSP00000429008.1
P15692	ENSP00000430479.1
P15692	ENSP00000429643.1
P15692	ENSP00000500082.3
Q92934	ENSP00000309103.3
Q92934	ENSP00000378040.3
P10415	ENSP00000329623.3
P10415	ENSP00000381185.1
P10415	ENSP00000466417.1
P10415	ENSP00000504190.1
P55957	ENSP00000318822.7
P55957	ENSP00000344594.5
P55957	ENSP00000382667.1
P55957	ENSP00000382669.1
P55957	ENSP00000449236.1
P55957	ENSP00000477773.1
P55957	ENSP00000480414.1
Q9BXH1	ENSP00000341155.4
Q9BXH1	ENSP00000395862.2
P13010	ENSP00000375977.2
P13010	ENSP00000375978.3
P12956	ENSP00000352257.4
P12956	ENSP00000353192.3
P12956	ENSP00000384941.3
P12956	ENSP00000384257.1
P17858	ENSP00000269848.6
P08237	ENSP00000309438.7
P08237	ENSP00000345771.6
P08237	ENSP00000352842.5
P08237	ENSP00000449426.1
P08237	ENSP00000450369.2
P08237	ENSP00000446945.2
