GTRD_CELL_TYPE_ID	GTRD_CELL_TYPE_NAME	BAD_GROUP_NAME_agg	cellosaurus_id	species	cell_ontology_id	exp_factor_ontology_id	uberon_id	source	source_id	cell_type_id	brenda_id	other_id
976	RCH-ACV (B acute lymphoblastic leukemia with t(1;19)(q23;p13.3) E2A-PBX1 (TCF3-PBX1))	RCH-ACV__B_acute_lymphoblastic_leukemia_with_t_1_19__q23_p13_3__E2A-PBX1__TCF3-PBX1__	CVCL_1851	Homo sapiens				cell line	CL:0000010	CVCL_1851	BTO:0003376	NULL
978	cord blood-derived mononuclear cells	cord_blood-derived_mononuclear_cells		Homo sapiens				umbilical cord blood	UBERON:0012168	CL:0000842		NULL
979	fetal bone marrow-derived mononuclear cells	fetal_bone_marrow-derived_mononuclear_cells		Homo sapiens				bone marrow	UBERON:0002371	CL:0000842		NULL
980	RH4 (alveolar rhabdomyosarcoma)	RH4__alveolar_rhabdomyosarcoma_	CVCL_5916	Homo sapiens				cell line	CL:0000010	CVCL_5916		NULL
983	SNU175 (adenocarcinoma)	SNU175__adenocarcinoma_	CVCL_5031	Homo sapiens				cell line	CL:0000010	CVCL_5031		NULL
985	HIV-1 latently-infected central memory T cells cultured from uninfected primary T cells	HIV-1_latently-infected_central_memory_T_cells_cultured_from_uninfected_primary_T_cells		Homo sapiens				immune system	UBERON:0002405	CL:0000813		NULL
988	RH18 (alveolar rhabdomyosarcoma)	RH18__alveolar_rhabdomyosarcoma_	CVCL_1659	Homo sapiens				cell line	CL:0000010	CVCL_1659	BTO:0005380	NULL
989	thymus-derived CD34+ cells	thymus-derived_CD34+_cells		Homo sapiens				thymus	UBERON:0002370			NULL
990	thymus-derived CD34- cells	thymus-derived_CD34-_cells		Homo sapiens				thymus	UBERON:0002370			NULL
999	BeWo (gestational choriocarcinoma)	BeWo__gestational_choriocarcinoma_	CVCL_0044	Homo sapiens	CLO:0001934	EFO:0002050		cell line	CL:0000010	CVCL_0044	BTO:0000798	NULL
1003	A139 ER-, PR-, HER2- breast cancer cells	A139_ER-__PR-__HER2-_breast_cancer_cells		Homo sapiens				cell line	CL:0000010			NULL
1004	A137 ER-, PR-, HER2- breast cancer cells	A137_ER-__PR-__HER2-_breast_cancer_cells		Homo sapiens				cell line	CL:0000010			NULL
1001	MDA-MB-157 (triple negative breast carcinoma)	MDA-MB-157__triple_negative_breast_carcinoma_	CVCL_0618	Homo sapiens	CLO:0007632	EFO:0001206		cell line	CL:0000010	CVCL_0618		NULL
1002	HCC1143 (ductal breast carcinoma)	HCC1143__ductal_breast_carcinoma_	CVCL_1245	Homo sapiens	CLO:0003630	EFO:0001169		cell line	CL:0000010	CVCL_1245		NULL
1005	iPSC-derived cardiomyocytes	iPSC-derived_cardiomyocytes		Homo sapiens				stem cell	CL:0000034	CL:0000746		NULL
1518	SJSA-1(osteosarcoma)	SJSA-1_osteosarcoma_	CVCL_1697	Homo sapiens	CLO:0009031	EFO:0002330		cell line	CL:0000010	CVCL_1697	BTO:0004216	NULL
1008	HT1080 (fibrosarcoma)	HT1080__fibrosarcoma_	CVCL_0317	Homo sapiens		EFO:0002059		cell line	CL:0000010	CVCL_0317		NULL
1009	U87MG(glioblastoma)	U87MG_glioblastoma_	CVCL_0022	Homo sapiens		EFO:0005237		cell line	CL:0000010	CVCL_0022	BTO:0002036	NULL
1010	BT168 (glioblastoma stem cells)	BT168__glioblastoma_stem_cells_		Homo sapiens				cell line	CL:0000010			NULL
1013	patient-derived pleaural effusion	patient-derived_pleaural_effusion		Homo sapiens				lung	UBERON:0002048	UBERON:0000175		NULL
1017	E14 retina	E14_retina		Homo sapiens				embryonic cell	CL:0002321	UBERON:0000966		NULL
1018	E16 retina	E16_retina		Homo sapiens				embryonic cell	CL:0002321	UBERON:0000966		NULL
1019	E18 retina	E18_retina		Homo sapiens				embryonic cell	CL:0002321	UBERON:0000966		NULL
1020	E23 retina	E23_retina		Homo sapiens				embryonic cell	CL:0002321	UBERON:0000966		NULL
1016	retinoblastoma xenograft	retinoblastoma_xenograft		Homo sapiens				eye	UBERON:0000970	BTO:0001178		NULL
1024	SKH1 (chronic myelogenous leukemia, BCR-ABL1 positive)	SKH1__chronic_myelogenous_leukemia__BCR-ABL1_positive_	CVCL_C124	Homo sapiens				cell line	CL:0000010	CVCL_C124		NULL
1042	EndoC-betaH2 (immortalized pancreatic beta cells)	EndoC-betaH2__immortalized_pancreatic_beta_cells_		Homo sapiens				cell line	CL:0000010			NULL
1044	G523NS (glioblastoma)	G523NS__glioblastoma_		Homo sapiens				cell line	CL:0000010			NULL
1049	JHU-029 (laryngeal squamous cell carcinoma)	JHU-029__laryngeal_squamous_cell_carcinoma_	CVCL_5993	Homo sapiens				cell line	CL:0000010	CVCL_5993	BTO:0003888	NULL
1051	MDA-231-D (breast adenocarcinoma)	MDA-231-D__breast_adenocarcinoma_	CVCL_9U31	Homo sapiens				cell line	CL:0000010	CVCL_9U31		NULL
1055	HAEC (human aortic endothelial cells)	HAEC__human_aortic_endothelial_cells_		Homo sapiens				vascular system	UBERON:0007798	CL:0002544		NULL
1061	fetal prostate fibroblasts	fetal_prostate_fibroblasts		Homo sapiens				prostate	UBERON:0002367	BTO:0000452		NULL
1060	prostate cancer-associated fibroblasts	prostate_cancer-associated_fibroblasts		Homo sapiens				prostate	UBERON:0002367			NULL
1062	myofibroblasts	myofibroblasts		Homo sapiens				muscular tissue	UBERON:0002385	CL:0000186		NULL
1083	D283 Med (medulloblastoma)	D283_Med__medulloblastoma_	CVCL_1155	Homo sapiens	CLO:0002673			cell line	CL:0000010	CVCL_1155		NULL
1084	D341 Med (medulloblastoma)	D341_Med__medulloblastoma_	CVCL_0018	Homo sapiens	CLO:0002677			cell line	CL:0000010	CVCL_0018		NULL
1086	A-673 clone Asp114 (Ewing sarcoma)	A-673_clone_Asp114__Ewing_sarcoma_	CVCL_JM58	Homo sapiens				cell line	CL:0000010	CVCL_JM58		NULL
1089	breast tumor xenograft	breast_tumor_xenograft		Homo sapiens				breast	UBERON:0000310			NULL
1095	Loucy (adult T acute lymphoblastic leukemia)	Loucy__adult_T_acute_lymphoblastic_leukemia_	CVCL_1380	Homo sapiens	CLO:0007375	EFO:0007112		cell line	CL:0000010	CVCL_1380		NULL
1097	PF-382 (childhood T acute lymphoblastic leukemia)	PF-382__childhood_T_acute_lymphoblastic_leukemia_	CVCL_1641	Homo sapiens	CLO:0008421			cell line	CL:0000010	CVCL_1641		NULL
1096	DU-528 (childhood T acute lymphoblastic leukemia)	DU-528__childhood_T_acute_lymphoblastic_leukemia_	CVCL_5617	Homo sapiens				cell line	CL:0000010	CVCL_5617		NULL
1101	NB-1643 (neuroblastoma)	NB-1643__neuroblastoma_	CVCL_5627	Homo sapiens				cell line	CL:0000010	CVCL_5627	BTO:0002833	NULL
1102	MDA231-LM2-4175 (breast adenocarcinoma)	MDA231-LM2-4175__breast_adenocarcinoma_	CVCL_5998	Homo sapiens				cell line	CL:0000010	CVCL_5998		NULL
1103	HCC827 (lung adenocarcinoma)	HCC827__lung_adenocarcinoma_	CVCL_2063	Homo sapiens	CLO:0003659	EFO:0003137		cell line	CL:0000010	CVCL_2063		NULL
1104	HCC827 ZDR3 (lung adenocarcinoma)	HCC827_ZDR3__lung_adenocarcinoma_		Homo sapiens				cell line	CL:0000010			NULL
1106	ZNF532-NUT 24335 (NUT-midline carcinoma)	ZNF532-NUT_24335__NUT-midline_carcinoma_		Homo sapiens				cell line	CL:0000010			NULL
1108	HMLE-Twist-ER (breast cancer)	HMLE-Twist-ER__breast_cancer_		Homo sapiens				cell line	CL:0000010			NULL
1113	MCF10AT1 (breast premetastatic epithelial cells)	MCF10AT1__breast_premetastatic_epithelial_cells_		Homo sapiens				cell line	CL:0000010			NULL
1114	MCF10CA1a (breast metastatic epithelial cells)	MCF10CA1a__breast_metastatic_epithelial_cells_		Homo sapiens				cell line	CL:0000010			NULL
1124	breast tumour metastasis	breast_tumour_metastasis		Homo sapiens				cancer	EFO:0000311	BTO:0000150		NULL
1128	CLB-Ga (neuroblastoma)	CLB-Ga__neuroblastoma_	CVCL_9529	Homo sapiens				cell line	CL:0000010	CVCL_9529		NULL
1169	sigmoid colon	sigmoid_colon		Homo sapiens			UBERON:0001159	colon	UBERON:0001155	UBERON:0001159	BTO:0000645	NULL
1170	lower leg skin	lower_leg_skin		Homo sapiens			UBERON:0004264	skin	UBERON:0002199	UBERON:0004264		NULL
1167	esophagus muscularis mucosa	esophagus_muscularis_mucosa		Homo sapiens			UBERON:0001043	esophagus	UBERON:0001043	UBERON:0001043		NULL
1132	heart left ventricle	heart_left_ventricle		Homo sapiens			UBERON:0002084	heart	UBERON:0000948	UBERON:0002084		NULL
1172	adrenal gland	adrenal_gland		Homo sapiens			UBERON:0002369	adrenal gland	UBERON:0002369	UBERON:0002369	BTO:0000047	NULL
1148	esophagus squamous epithelium	esophagus_squamous_epithelium		Homo sapiens			UBERON:0006920	esophagus	UBERON:0001043	UBERON:0006920		NULL
1140	subcutaneous adipose tissue	subcutaneous_adipose_tissue		Homo sapiens			UBERON:0002190	adipose tissue	UBERON:0001013	UBERON:0002190	BTO:0004042	NULL
1179	tibial nerve	tibial_nerve		Homo sapiens			UBERON:0001323	nervous system	UBERON:0001016	UBERON:0001323		NULL
1163	transverse colon	transverse_colon		Homo sapiens			UBERON:0001157	colon	UBERON:0001155	UBERON:0001157		NULL
1156	gastroesophageal sphincter	gastroesophageal_sphincter		Homo sapiens			UBERON:0004550	stomach	UBERON:0000945	UBERON:0004550		NULL
1142	Peyer's patch	Peyer_s_patch		Homo sapiens			UBERON:0001211	intestine	UBERON:0000160	UBERON:0001211		NULL
1166	epithelial cell of prostate	epithelial_cell_of_prostate		Homo sapiens	CL:0002231			prostate	UBERON:0002367	CL:0002231		NULL
1182	RWPE2	RWPE2	CVCL_3792	Homo sapiens		EFO:0007610		cell line	CL:0000010	CVCL_3792		NULL
1157	stomach	stomach		Homo sapiens			UBERON:0000945	stomach	UBERON:0000945	UBERON:0000945	BTO:0001307	NULL
1149	testis	testis		Homo sapiens			UBERON:0000473	testis	UBERON:0000473	UBERON:0000473	BTO:0001363	NULL
1181	upper lobe of left lung	upper_lobe_of_left_lung		Homo sapiens			UBERON:0008952	lung	UBERON:0002048	UBERON:0008952		NULL
1176	ascending aorta	ascending_aorta		Homo sapiens			UBERON:0001496	vascular system	UBERON:0007798	UBERON:0001496		NULL
1175	prostate gland	prostate_gland		Homo sapiens			UBERON:0002367	prostate	UBERON:0002367	UBERON:0002367	BTO:0001129	NULL
1184	GM23338	GM23338	CVCL_F182	Homo sapiens		EFO:0007950		cell line	CL:0000010	CVCL_F182		NULL
1145	bipolar neuron	bipolar_neuron		Homo sapiens	CL:0000103			nervous system	UBERON:0001016	CL:0000103		NULL
1168	thyroid gland	thyroid_gland		Homo sapiens			UBERON:0002046	thyroid gland	UBERON:0002046	UBERON:0002046		NULL
1129	suprapubic skin	suprapubic_skin		Homo sapiens			UBERON:0036149	skin	UBERON:0002199	UBERON:0036149		NULL
1162	thoracic aorta	thoracic_aorta		Homo sapiens			UBERON:0001515	vascular system	UBERON:0007798	UBERON:0001515		NULL
1154	omental fat pad	omental_fat_pad		Homo sapiens			UBERON:0010414	adipose tissue	UBERON:0001013	UBERON:0010414		NULL
1136	gastrocnemius medialis	gastrocnemius_medialis		Homo sapiens			UBERON:0011907	muscular tissue	UBERON:0002385	UBERON:0011907		NULL
1131	tibial artery	tibial_artery		Homo sapiens			UBERON:0007610	vascular system	UBERON:0007798	UBERON:0007610		NULL
1150	ovary	ovary		Homo sapiens			UBERON:0000992	ovary	UBERON:0000992	UBERON:0000992	BTO:0000975	NULL
1164	uterus	uterus		Homo sapiens			UBERON:0000995	uterus	UBERON:0000995	UBERON:0000995	BTO:0001424	NULL
1151	right lobe of liver	right_lobe_of_liver		Homo sapiens			UBERON:0001114	liver	UBERON:0002107	UBERON:0001114		NULL
1178	coronary artery	coronary_artery		Homo sapiens			UBERON:0001621	vascular system	UBERON:0007798	UBERON:0001621	BTO:0000290	NULL
1158	vagina	vagina		Homo sapiens			UBERON:0000996	vagina	UBERON:0000996	UBERON:0000996	BTO:0000243	NULL
1135	right atrium auricular region	right_atrium_auricular_region		Homo sapiens			UBERON:0006631	heart	UBERON:0000948	UBERON:0006631		NULL
1187	Parathyroid adenoma	Parathyroid_adenoma		Homo sapiens		EFO:1001087		parathyroid gland	UBERON:0001132	EFO:1001087		NULL
1185	foreskin keratinocyte	foreskin_keratinocyte		Homo sapiens	CL:1001606			skin	UBERON:0002199	CL:1001606		NULL
1183	KMS-11 (Plasma cell myeloma)	KMS-11__Plasma_cell_myeloma_	CVCL_2989	Homo sapiens		EFO:0005694		cell line	CL:0000010	CVCL_2989	BTO:0003932	NULL
1186	smooth muscle cell	smooth_muscle_cell		Homo sapiens	CL:0000192			muscular tissue	UBERON:0002385	CL:0000192	BTO:0004576	NULL
1191	tracheobronchial epithelial cells	tracheobronchial_epithelial_cells		Homo sapiens				lung	UBERON:0002048	UBERON:0008397		NULL
1194	SK-N-AS (neuroblastoma)	SK-N-AS__neuroblastoma_	CVCL_1700	Homo sapiens	CLO:0009051	EFO:0002859		cell line	CL:0000010	CVCL_1700	BTO:0002827	NULL
1195	NB69 (neuroblastoma)	NB69__neuroblastoma_	CVCL_1448	Homo sapiens				cell line	CL:0000010	CVCL_1448	BTO:0005426	NULL
1196	HuES6-derived cardiomyocyte progenitors	HuES6-derived_cardiomyocyte_progenitors		Homo sapiens				cell line	CL:0000010			NULL
1205	Reh (ATCC CRL-8286)	Reh__ATCC_CRL-8286_	CVCL_1650	Homo sapiens	CLO:0008782			cell line	CL:0000010	CVCL_1650	BTO:0001163	NULL
1210	HBEC3-KT	HBEC3-KT	CVCL_X491	Homo sapiens				cell line	CL:0000010	CVCL_X491		NULL
1211	TREx-(F3H3)-K-Rta BCBL-1 cells	TREx-_F3H3_-K-Rta_BCBL-1_cells		Homo sapiens				cell line	CL:0000010			NULL
1215	HUDEP-2 (Human Umbilical Cord Blood-Derived Erythroid Progenitor Cells-2)	HUDEP-2__Human_Umbilical_Cord_Blood-Derived_Erythroid_Progenitor_Cells-2_	CVCL_VI06	Homo sapiens				cell line	CL:0000010	CVCL_VI06		NULL
1216	AR-dependent LNCaP/AR (LNAR)	AR-dependent_LNCaP_AR__LNAR_		Homo sapiens				cell line	CL:0000010			NULL
1224	TALL1 (T-Acute Lymphoblastic Leukemia)	TALL1__T-Acute_Lymphoblastic_Leukemia_	CVCL_1736	Homo sapiens				cell line	CL:0000010	CVCL_1736		NULL
1226	OCI-AML3	OCI-AML3	CVCL_1844	Homo sapiens	CLO:0009853	EFO:0006289		cell line	CL:0000010	CVCL_1844	BTO:0004620	NULL
1228	HCT-116-RAD21-mAC	HCT-116-RAD21-mAC		Homo sapiens				cell line	CL:0000010			NULL
1233	Lung adenocarcinoma (H1975)	Lung_adenocarcinoma__H1975_	CVCL_1511	Homo sapiens		EFO:0000571		cell line	CL:0000010	CVCL_1511		NULL
1236	JMSU-1 (Bladder carcinoma)	JMSU-1__Bladder_carcinoma_	CVCL_2081	Homo sapiens				cell line	CL:0000010	CVCL_2081		NULL
1240	HBTEC (Primary Human Bronchial/Tracheal Epithelial Cells)	HBTEC__Primary_Human_Bronchial_Tracheal_Epithelial_Cells_		Homo sapiens				lung	UBERON:0002048	CL:0002328;CL:0000307		NULL
1243	bone marrow-derived nuclear cells (adult)	bone_marrow-derived_nuclear_cells__adult_		Homo sapiens				bone marrow	UBERON:0002371			NULL
1419	GM23248	GM23248	CVCL_F183	Homo sapiens		EFO:0005723		cell line	CL:0000010	CVCL_F183		NULL
220	DND41 (acute lymphoblastic leukemia)	DND41__acute_lymphoblastic_leukemia_	CVCL_2022	Homo sapiens		EFO:0007074		cell line	CL:0000010	CVCL_2022		NULL
670	fibroblast of dermis	fibroblast_of_dermis		Homo sapiens	CL:0002551			skin	UBERON:0002199	CL:0002551		NULL
72	astrocytes	astrocytes		Homo sapiens	CL:0000127	EFO:0002777		nervous system	UBERON:0001016	CL:0000127		NULL
2195	human secondary fibroblast	human_secondary_fibroblast		Homo sapiens				other				NULL
2199	SW1271 (small cell lung carcinoma)	SW1271__small_cell_lung_carcinoma_	CVCL_1716	Homo sapiens				cell line	CL:0000010	CVCL_1716		NULL
2215	HepG2.2.15	HepG2_2_15	CVCL_L855	Homo sapiens				cell line	CL:0000010	CVCL_L855	BTO:0005621	NULL
2216	HepG2 H1.3 (human hepatocytes)	HepG2_H1_3__human_hepatocytes_		Homo sapiens				cell line	CL:0000010			NULL
2217	HepaRG	HepaRG	CVCL_9720	Homo sapiens		EFO:0001186		cell line	CL:0000010	CVCL_9720	BTO:0005736	NULL
2218	SET2 (Adult acute megakaryoblastic leukemia, Homo Sapiens)	SET2__Adult_acute_megakaryoblastic_leukemia__Homo_Sapiens_	CVCL_2187	Homo sapiens				cell line	CL:0000010	CVCL_2187		NULL
2219	MOLM-13(acute monocytic leukemia(AML), Homo sapiens)	MOLM-13_acute_monocytic_leukemia_AML___Homo_sapiens_	CVCL_2119	Homo sapiens	CLO:0009848			cell line	CL:0000010	CVCL_2119	BTO:0004175	NULL
2222	1% H1 ESCs with 99% fibroblsat	1__H1_ESCs_with_99__fibroblsat		Homo sapiens				other		CL:0000057		NULL
2221	2nd trimester human fetal testis	2nd_trimester_human_fetal_testis		Homo sapiens				embryonic cell	CL:0002321			NULL
2224	UCLA1 hESCs	UCLA1_hESCs	CVCL_9951	Homo sapiens				cell line	CL:0000010	CVCL_9951		NULL
2227	HEYA8 Ovarian cancer cell	HEYA8_Ovarian_cancer_cell	CVCL_8878	Homo sapiens				cell line	CL:0000010	CVCL_8878		NULL
2229	HCAEC (human coronary artery endothelial cells)	HCAEC__human_coronary_artery_endothelial_cells_		Homo sapiens				vascular system	UBERON:0007798	CL:2000018	BTO:0004432	NULL
2230	SNU398	SNU398	CVCL_0077	Homo sapiens		EFO:0002347		cell line	CL:0000010	CVCL_0077	BTO:0003170	NULL
2235	RMG-1	RMG-1	CVCL_1662	Homo sapiens	CLO:0037103	EFO:0006746		cell line	CL:0000010	CVCL_1662	BTO:0004930	NULL
2237	CD34+(diferentiated monocytes, cord blood)	CD34+_diferentiated_monocytes__cord_blood_		Homo sapiens	CL:0000576			umbilical cord blood	UBERON:0012168	CL:0000576		NULL
2238	iPS (derived pancreatic precursor cells)	iPS__derived_pancreatic_precursor_cells_		Homo sapiens				stem cell	CL:0000034			NULL
2239	heart-derived sendai virus reprogrammed induced pluripotent stem cell)	heart-derived_sendai_virus_reprogrammed_induced_pluripotent_stem_cell_		Homo sapiens				heart	UBERON:0000948			NULL
2240	HDF(human dermal fibroblasts)	HDF_human_dermal_fibroblasts_		Homo sapiens				skin	UBERON:0002199	CL:0002620		NULL
1593	WA07 (H7, human embryonic stem cells)	WA07__H7__human_embryonic_stem_cells_		Homo sapiens		EFO:0005904		cell line	CL:0000010			NULL
2241	mesoderm stage cells differentiated from H7	mesoderm_stage_cells_differentiated_from_H7		Homo sapiens				cell line	CL:0000010			NULL
2242	cardiac progenitor stage cells differentiated from H7	cardiac_progenitor_stage_cells_differentiated_from_H7		Homo sapiens				cell line	CL:0000010			NULL
2243	cardiomyocytes stage differentiated from H7	cardiomyocytes_stage_differentiated_from_H7		Homo sapiens				cell line	CL:0000010	CL:0000746		NULL
2531	Aska-SS (Biphasic synovial sarcoma)	Aska-SS__Biphasic_synovial_sarcoma_	CVCL_6C43	Homo sapiens				cell line	CL:0000010	CVCL_6C43		NULL
2530	SYO-1(Biphasic synovial sarcoma)	SYO-1_Biphasic_synovial_sarcoma_	CVCL_7146	Homo sapiens				cell line	CL:0000010	CVCL_7146		NULL
2253	HS-SY-2(Monophasic synovial sarcoma)	HS-SY-2_Monophasic_synovial_sarcoma_	CVCL_8719	Homo sapiens				cell line	CL:0000010	CVCL_8719		NULL
2247	CRL7250(fibroblast)	CRL7250_fibroblast_		Homo sapiens				cell line	CL:0000010			NULL
2248	NY8 (pancreatic cancer-derived cells)	NY8__pancreatic_cancer-derived_cells_		Homo sapiens				cell line	CL:0000010			NULL
2249	NY15 (pancreatic cancer-derived cells)	NY15__pancreatic_cancer-derived_cells_		Homo sapiens				cell line	CL:0000010			NULL
2250	hiPSC derived It-NES	hiPSC_derived_It-NES		Homo sapiens				cell line	CL:0000010			NULL
2254	MDA-MB-231ERb(triple negative breast cancer)	MDA-MB-231ERb_triple_negative_breast_cancer_	CVCL_IN18	Homo sapiens				cell line	CL:0000010	CVCL_IN18		NULL
2255	HEE (human epididymis epithelial cells)	HEE__human_epididymis_epithelial_cells_		Homo sapiens				epididymis	UBERON:0001301	UBERON:0004544		NULL
2257	pre-B-lymphoblast cells with BCP-ALL	pre-B-lymphoblast_cells_with_BCP-ALL		Homo sapiens				immune system	UBERON:0002405			NULL
2259	primary B-CLL cells	primary_B-CLL_cells		Homo sapiens				cancer	EFO:0000311			NULL
2260	LUHMES (lund human mesencephalic cells)	LUHMES__lund_human_mesencephalic_cells_	CVCL_B056	Homo sapiens				cell line	CL:0000010	CVCL_B056		NULL
2261	NRCC	NRCC	CVCL_U280	Homo sapiens				cell line	CL:0000010	CVCL_U280		NULL
2262	primary human neonatal keratinocytes	primary_human_neonatal_keratinocytes		Homo sapiens	CL:0000312			skin	UBERON:0002199	CL:0000312		NULL
2263	PHA-simulated human T-lynphocytes	PHA-simulated_human_T-lynphocytes		Homo sapiens				immune system	UBERON:0002405			NULL
2264	BCPAP (Poorly differentiated thyroid gland carcinoma)	BCPAP__Poorly_differentiated_thyroid_gland_carcinoma_	CVCL_0153	Homo sapiens				cell line	CL:0000010	CVCL_0153	BTO:0004736	NULL
2265	HeLa-Tet-On	HeLa-Tet-On	CVCL_IY74	Homo sapiens				cell line	CL:0000010	CVCL_IY74		NULL
2267	aortic smooth muscle	aortic_smooth_muscle		Homo sapiens		EFO:0002775		vascular system	UBERON:0007798	CL:0002539	BTO:0001685	NULL
2269	A1-2 (breast cancer cells)	A1-2__breast_cancer_cells_	CVCL_0I95	Homo sapiens				cell line	CL:0000010	CVCL_0I95		NULL
2272	A1A3(breast cancer cells)	A1A3_breast_cancer_cells_		Homo sapiens				cell line	CL:0000010			NULL
2273	MCF7 WS8 cells	MCF7_WS8_cells		Homo sapiens				cell line	CL:0000010			NULL
2274	EBV-B cells	EBV-B_cells		Homo sapiens				cell line	CL:0000010		BTO:0005564	NULL
2275	HIES (T-cells)	HIES__T-cells_		Homo sapiens				cell line	CL:0000010			NULL
2277	NCI-H23 (non-small lung adenocarcinoma)	NCI-H23__non-small_lung_adenocarcinoma_	CVCL_1547	Homo sapiens	CLO:0008071	EFO:0002286		cell line	CL:0000010	CVCL_1547	BTO:0003238	NULL
2279	adult erythroblasts	adult_erythroblasts		Homo sapiens				hematopoietic system	UBERON:0002390	CL:0000765		NULL
2278	EBV-transformed-B-lymphoblasts	EBV-transformed-B-lymphoblasts		Homo sapiens				cell line	CL:0000010			NULL
2280	hES-PRE	hES-PRE		Homo sapiens				stem cell	CL:0000034			NULL
2284	MCF10A-ER-Src	MCF10A-ER-Src	CVCL_N805	Homo sapiens	CLO:0037240			cell line	CL:0000010	CVCL_N805		NULL
2285	GM01310 ( Transformed lymphovlasoid cell line )	GM01310___Transformed_lymphovlasoid_cell_line__	CVCL_7316	Homo sapiens	CLO:0030914			cell line	CL:0000010	CVCL_7316		NULL
2287	LCL (lymphoblastoid cell line)	LCL__lymphoblastoid_cell_line_		Homo sapiens				cell line	CL:0000010			NULL
2288	AML (monocytes and acute myeloid leukemia)	AML__monocytes_and_acute_myeloid_leukemia_		Homo sapiens				immune system	UBERON:0002405	BTO:0001545		NULL
2289	HKC8 (kidney proximal tubule cell line)	HKC8__kidney_proximal_tubule_cell_line_	CVCL_Y910	Homo sapiens				cell line	CL:0000010	CVCL_Y910		NULL
2291	RCC4 (kidney cancer cell line)	RCC4__kidney_cancer_cell_line_	CVCL_0498	Homo sapiens				cell line	CL:0000010	CVCL_0498	BTO:0005691	NULL
2292	endometrium	endometrium		Homo sapiens			UBERON:0001295	cell line	CL:0000010	UBERON:0001295		NULL
2293	OVCAR5 (ovarian cancer cell line)	OVCAR5__ovarian_cancer_cell_line_	CVCL_1628	Homo sapiens		EFO:0005443		cell line	CL:0000010	CVCL_1628	BTO:0001870	NULL
2294	H69	H69	CVCL_8121	Homo sapiens	CLO:0003609			cell line	CL:0000010	CVCL_8121	BTO:0003022	NULL
2295	T47D-MTVL	T47D-MTVL		Homo sapiens				cell line	CL:0000010			NULL
2296	HES-2 (embryonic stem cells)	HES-2__embryonic_stem_cells_	CVCL_D093	Homo sapiens		EFO:0003048		cell line	CL:0000010	CVCL_D093		NULL
2298	LSJ-1	LSJ-1	CVCL_EG97	Homo sapiens				cell line	CL:0000010	CVCL_EG97		NULL
2299	LSJ-2	LSJ-2	CVCL_EG98	Homo sapiens				cell line	CL:0000010	CVCL_EG98		NULL
2297	MKL-1 (Merkel cell carcinoma)	MKL-1__Merkel_cell_carcinoma_	CVCL_2600	Homo sapiens				cell line	CL:0000010	CVCL_2600		NULL
2300	LS8817 (dedifferentiated liposarcoma cells)	LS8817__dedifferentiated_liposarcoma_cells_		Homo sapiens				cell line	CL:0000010			NULL
1573	SK-MEL-5 (Cutaneous melanoma)	SK-MEL-5__Cutaneous_melanoma_	CVCL_0527	Homo sapiens	CLO:0009047	EFO:0005720		cell line	CL:0000010	CVCL_0527	BTO:0002134	NULL
2306	ID00014 (lymphoblastoid cell, DiGeorge syndrome)	ID00014__lymphoblastoid_cell__DiGeorge_syndrome_	CVCL_2Z10	Homo sapiens	CLO:0029227			cell line	CL:0000010	CVCL_2Z10		NULL
2305	ID00015 (lymphoblastoid cell)	ID00015__lymphoblastoid_cell_	CVCL_2Z09	Homo sapiens	CLO:0029229			cell line	CL:0000010	CVCL_2Z09		NULL
2307	IMR-5 (Neuroblastoma)	IMR-5__Neuroblastoma_	CVCL_1306	Homo sapiens	CLO:0006950			cell line	CL:0000010	CVCL_1306		NULL
2308	NCI-H358 (human nnon small cell lung cancer cell line)	NCI-H358__human_nnon_small_cell_lung_cancer_cell_line_	CVCL_1559	Homo sapiens	CLO:0008085	EFO:0002291		cell line	CL:0000010	CVCL_1559	BTO:0002835	NULL
2310	LNCaP-abl (Prostate carcinoma)	LNCaP-abl__Prostate_carcinoma_	CVCL_4793	Homo sapiens				cell line	CL:0000010	CVCL_4793		NULL
2311	GIST-T1 (Gastrointestinal stromal tumor)	GIST-T1__Gastrointestinal_stromal_tumor_	CVCL_4976	Homo sapiens				cell line	CL:0000010	CVCL_4976		NULL
2312	GIST882 (Gastrointestinal stromal tumor)	GIST882__Gastrointestinal_stromal_tumor_	CVCL_7044	Homo sapiens				cell line	CL:0000010	CVCL_7044		NULL
2313	COLO800 (human melanoma cells)	COLO800__human_melanoma_cells_	CVCL_1135	Homo sapiens				cell line	CL:0000010	CVCL_1135		NULL
2315	pre- leukemia stem cells (CD34+ human cord blood cells)	pre-_leukemia_stem_cells__CD34+_human_cord_blood_cells_		Homo sapiens				umbilical cord blood	UBERON:0012168	BTO:0004178		NULL
2316	MYCN3 (neuroblastoma cell line with inducible MYCN expression)	MYCN3__neuroblastoma_cell_line_with_inducible_MYCN_expression_		Homo sapiens				cell line	CL:0000010			NULL
2319	MCF12A (human mammary epithelial cells)	MCF12A__human_mammary_epithelial_cells_	CVCL_3744	Homo sapiens				cell line	CL:0000010	CVCL_3744		NULL
2320	primary human epidermal keratinocytes	primary_human_epidermal_keratinocytes		Homo sapiens	CL:0000312			skin	UBERON:0002199	CL:0000312		NULL
